,predus,ispred,dockpred,annotated,rfscore
335_1ML0.A,0.0,0.3,0.01146,0.0,0.0
336_1ML0.A,0.0,0.11,0.009609999999999999,0.0,0.0
337_1ML0.A,0.0,0.0,0.00323,0.0,0.0
338_1ML0.A,0.0,0.06,0.00203,0.0,0.0
339_1ML0.A,0.0,0.0,0.00055,0.0,0.0
340_1ML0.A,0.0,0.06,0.0034200000000000003,0.0,0.0
341_1ML0.A,0.0,0.0,0.0008300000000000001,0.0,0.0
342_1ML0.A,0.0,0.0,0.00176,0.0,0.0
343_1ML0.A,0.0,0.09,0.00443,0.0,0.0
344_1ML0.A,0.0,0.0,0.00517,0.0,0.0
345_1ML0.A,0.0,0.33,0.06125,0.0,0.0
346_1ML0.A,0.0,0.12,0.05442,0.0,0.0
347_1ML0.A,0.0,0.06,0.011359999999999999,0.0,0.0
348_1ML0.A,0.0,0.04,0.13442,0.0,0.0
349_1ML0.A,0.0,0.04,0.04102,0.0,0.0
350_1ML0.A,0.0,0.0,0.00037,0.0,0.0
351_1ML0.A,0.0,0.0,0.00813,0.0,0.0
352_1ML0.A,0.0,0.0,0.0,0.0,0.004193290734824281
353_1ML0.A,0.0,0.05,0.00425,0.0,0.0
354_1ML0.A,0.0,0.0,0.00028,0.0,0.0
355_1ML0.A,0.0,0.09,0.00379,0.0,0.0
356_1ML0.A,0.0,0.04,0.02023,1.0,0.8
357_1ML0.A,0.0,0.06,0.03141,1.0,0.0
358_1ML0.A,0.0,0.19,0.00545,0.0,0.0
359_1ML0.A,0.0,0.0,0.0033299999999999996,0.0,0.0
360_1ML0.A,0.0,0.34,0.12352,0.0,0.0
361_1ML0.A,0.0,0.17,0.09618,0.0,0.1
362_1ML0.A,0.0,0.0,0.01931,0.0,0.0
363_1ML0.A,0.0,0.0,0.10486,0.0,0.0
364_1ML0.A,0.0,0.0,0.00055,0.0,0.0
365_1ML0.A,0.0,0.0,0.0,0.0,0.004193290734824281
366_1ML0.A,0.0,0.0,0.0,0.0,0.004193290734824281
367_1ML0.A,0.0,0.0,0.0,0.0,0.004193290734824281
368_1ML0.A,0.0,0.0,0.0,0.0,0.004193290734824281
369_1ML0.A,0.0,0.0,0.0,0.0,0.004193290734824281
370_1ML0.A,0.0,0.07,0.06827000000000001,0.0,0.0
371_1ML0.A,0.0,0.0,0.06476,0.0,0.0
372_1ML0.A,0.0,0.0,0.01709,0.0,0.0
373_1ML0.A,0.0,0.0,0.004070000000000001,0.0,0.0
374_1ML0.A,0.0,0.0,0.0765,0.0,0.0
375_1ML0.A,0.0,0.0,0.023,0.0,0.0
376_1ML0.A,0.0,0.0,0.0024,0.0,0.0
377_1ML0.A,0.0,0.0,0.02263,0.0,0.0
378_1ML0.A,0.0,0.0,0.03058,0.0,0.0
379_1ML0.A,0.215,0.31,0.21554,0.0,0.1
380_1ML0.A,0.0,0.09,0.16888,0.0,0.0
381_1ML0.A,0.0,0.15,0.16537000000000002,0.0,0.0
382_1ML0.A,0.0,0.05,0.16122,0.0,0.0
1_1MLC.A,0.11199999999999999,0.04,0.131,0.0,0.1
2_1MLC.A,0.0,0.0,0.06769,0.0,0.0
3_1MLC.A,0.0,0.01,0.015069999999999998,0.0,0.0
4_1MLC.A,0.0,0.0,0.0035600000000000002,0.0,0.0
5_1MLC.A,0.0,0.02,0.01107,0.0,0.0
6_1MLC.A,0.0,0.0,0.010409999999999999,0.0,0.0
7_1MLC.A,0.0,0.02,0.01096,0.0,0.0
8_1MLC.A,0.0,0.03,0.01113,0.0,0.0
9_1MLC.A,0.0,0.52,0.019790000000000002,0.0,0.5
10_1MLC.A,0.0,0.48,0.01875,0.0,0.0
11_1MLC.A,0.0,0.26,0.0046,0.0,0.0
12_1MLC.A,0.0,0.05,0.00548,0.0,0.0
13_1MLC.A,0.0,0.0,0.0007099999999999999,0.0,0.0
14_1MLC.A,0.0,0.03,0.00236,0.0,0.0
15_1MLC.A,0.0,0.01,0.00263,0.0,0.0
16_1MLC.A,0.0,0.01,0.00307,0.0,0.0
17_1MLC.A,0.0,0.01,0.00252,0.0,0.0
18_1MLC.A,0.0,0.01,0.00329,0.0,0.0
19_1MLC.A,0.0,0.0,0.0018100000000000002,0.0,0.0
20_1MLC.A,0.0,0.01,0.00367,0.0,0.0
21_1MLC.A,0.0,0.0,0.00093,0.0,0.0
22_1MLC.A,0.0,0.02,0.0025800000000000003,0.0,0.0
23_1MLC.A,0.0,0.0,5e-05,0.0,0.0
24_1MLC.A,0.0,0.09,0.0102,0.0,0.0
25_1MLC.A,0.0,0.0,0.00274,0.0,0.0
26_1MLC.A,0.0,0.02,0.024059999999999998,0.0,0.0
27_1MLC.A,0.0,0.02,0.17551,0.0,0.0
28_1MLC.A,0.0,0.04,0.14202,0.0,0.0
29_1MLC.A,0.0,0.0,0.042589999999999996,0.0,0.0
30_1MLC.A,0.0,0.09,0.29528000000000004,0.0,0.0
31_1MLC.A,0.0,0.23,0.24709,0.0,0.0
32_1MLC.A,0.0,0.16,0.45829,0.0,0.1
33_1MLC.A,0.0,0.0,0.00143,0.0,0.0
34_1MLC.A,0.0,0.0,0.029269999999999997,0.0,0.0
35_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
36_1MLC.A,0.0,0.0,0.0007700000000000001,0.0,0.0
37_1MLC.A,0.0,0.0,0.00449,0.0,0.0
38_1MLC.A,0.085,0.0,0.0019199999999999998,0.0,0.0
39_1MLC.A,0.0,0.1,0.00806,0.0,0.0
40_1MLC.A,0.0,0.08,0.00417,0.0,0.0
41_1MLC.A,0.11199999999999999,0.06,0.00713,0.0,0.0
42_1MLC.A,0.085,0.04,0.02351,0.0,0.0
43_1MLC.A,0.085,0.05,0.01573,0.0,0.0
44_1MLC.A,0.0,0.0,0.01376,0.0,0.0
45_1MLC.A,0.0,0.02,0.04056,0.0,0.0
46_1MLC.A,0.0,0.0,0.0513,0.0,0.0
47_1MLC.A,0.0,0.0,0.00307,0.0,0.0
48_1MLC.A,0.0,0.0,0.00389,0.0,0.0
49_1MLC.A,0.0,0.14,0.28168000000000004,0.0,0.0
50_1MLC.A,0.0,0.26,0.5978399999999999,1.0,0.0
51_1MLC.A,0.0,0.0,0.011290000000000001,0.0,0.0
52_1MLC.A,0.0,0.09,0.06282,0.0,0.0
53_1MLC.A,0.0,0.27,0.31736,0.0,0.0
54_1MLC.A,0.0,0.14,0.11275,0.0,0.0
55_1MLC.A,0.0,0.07,0.12541,0.0,0.0
56_1MLC.A,0.0,0.07,0.18520999999999999,0.0,0.0
57_1MLC.A,0.0,0.08,0.07608,0.0,0.0
58_1MLC.A,0.0,0.08,0.04451,0.0,0.0
59_1MLC.A,0.0,0.04,0.02055,0.0,0.0
60_1MLC.A,0.0,0.14,0.02395,0.0,0.0
61_1MLC.A,0.0,0.03,0.01228,0.0,0.0
62_1MLC.A,0.0,0.0,0.0074,0.0,1.0
63_1MLC.A,0.0,0.02,0.00965,0.0,0.0
64_1MLC.A,0.0,0.0,0.00882,0.0,0.0
65_1MLC.A,0.0,0.02,0.010740000000000001,0.0,0.0
66_1MLC.A,0.0,0.05,0.01699,0.0,0.0
67_1MLC.A,0.0,0.09,0.04127,0.0,0.0
68_1MLC.A,0.0,0.18,0.01754,0.0,0.0
69_1MLC.A,0.0,0.11,0.00762,0.0,0.0
70_1MLC.A,0.0,0.04,0.00367,0.0,0.05
71_1MLC.A,0.0,0.0,0.00099,0.0,0.0
72_1MLC.A,0.0,0.02,0.0028,0.0,0.0
73_1MLC.A,0.0,0.0,0.00011,0.0,0.030612244897959183
74_1MLC.A,0.0,0.02,0.00301,0.0,0.0
75_1MLC.A,0.0,0.0,0.00016,0.0,0.0
76_1MLC.A,0.0,0.01,0.0049299999999999995,0.0,0.0
77_1MLC.A,0.0,0.01,0.00433,0.0,0.0
78_1MLC.A,0.0,0.0,0.00121,0.0,0.0
79_1MLC.A,0.0,0.01,0.009040000000000001,0.0,0.0
80_1MLC.A,0.0,0.02,0.00449,0.0,0.0
81_1MLC.A,0.0,0.02,0.01272,0.0,0.0
82_1MLC.A,0.0,0.0,0.00037999999999999997,0.0,0.0
83_1MLC.A,0.0,0.0,0.00033,0.0,0.04081632653061224
84_1MLC.A,0.0,0.0,5e-05,0.0,0.0
85_1MLC.A,0.11199999999999999,0.03,0.009040000000000001,0.0,0.0
86_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
87_1MLC.A,0.0,0.0,0.0024100000000000002,0.0,0.0
88_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
89_1MLC.A,0.0,0.0,0.00148,0.0,0.0
90_1MLC.A,0.0,0.0,0.00417,0.0,0.0
91_1MLC.A,0.0,0.0,0.38429,1.0,0.0
92_1MLC.A,0.051,0.76,0.62146,1.0,0.5
93_1MLC.A,0.085,0.95,0.44803999999999994,0.0,0.5
94_1MLC.A,0.2,0.85,1.0,1.0,0.6
95_1MLC.A,0.0,0.0,0.11944,0.0,0.0
96_1MLC.A,0.185,0.0,0.39328,0.0,0.1
97_1MLC.A,0.0,0.0,0.00164,0.0,0.0
98_1MLC.A,0.0,0.0,0.0018100000000000002,0.0,0.0
99_1MLC.A,0.0,0.0,0.0028,0.0,0.0
100_1MLC.A,0.0,0.62,0.0125,0.0,0.0
101_1MLC.A,0.0,0.0,0.00707,0.0,0.0
102_1MLC.A,0.0,0.0,0.00082,0.0,0.0
103_1MLC.A,0.0,0.19,0.010740000000000001,0.0,0.0
104_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
105_1MLC.A,0.0,0.0,0.00417,0.0,0.0
106_1MLC.A,0.0,0.0,0.00066,0.0,0.0
107_1MLC.A,0.0,0.09,0.00389,0.0,0.6
108_1MLC.A,0.0,0.03,0.00471,0.0,0.0
109_1MLC.A,0.0,0.02,0.00318,0.0,0.0
110_1MLC.A,0.0,0.02,0.00439,0.0,0.0
111_1MLC.A,0.0,0.03,0.00428,0.0,0.0
112_1MLC.A,0.0,0.04,0.00839,0.0,0.0
113_1MLC.A,0.0,0.0,0.00614,0.0,0.0
114_1MLC.A,0.0,0.37,0.00976,0.0,0.7
115_1MLC.A,0.0,0.0,0.00488,0.0,0.0
116_1MLC.A,0.0,0.0,0.0029100000000000003,0.0,0.0
117_1MLC.A,0.0,0.0,0.0011,0.0,0.0
118_1MLC.A,0.0,0.0,0.00022,0.0,0.0
119_1MLC.A,0.0,0.0,0.0011,0.0,0.0
120_1MLC.A,0.0,0.0,0.00115,0.0,0.0
121_1MLC.A,0.0,0.0,0.0007700000000000001,0.0,0.0
122_1MLC.A,0.0,0.15,0.00274,0.0,0.0
123_1MLC.A,0.0,0.13,0.004,0.0,0.0
124_1MLC.A,0.0,0.0,0.00197,0.0,0.0
125_1MLC.A,0.0,0.13,0.0019199999999999998,0.0,0.0
126_1MLC.A,0.0,0.89,0.00548,0.0,0.0
127_1MLC.A,0.0,0.82,0.00625,0.0,0.0
128_1MLC.A,0.0,0.22,0.004,0.0,0.1
129_1MLC.A,0.0,0.06,0.0023,0.0,0.0
130_1MLC.A,0.0,0.0,0.00066,0.0,0.0
131_1MLC.A,0.0,0.0,0.00022,0.0,0.0
132_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
133_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
134_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
135_1MLC.A,0.0,0.0,5e-05,0.0,0.0
136_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
137_1MLC.A,0.0,0.0,0.0021899999999999997,0.0,0.07142857142857141
138_1MLC.A,0.0,0.03,0.00674,0.0,0.0
139_1MLC.A,0.0,0.0,0.0007700000000000001,0.0,0.0
140_1MLC.A,0.0,0.0,0.0019199999999999998,0.0,0.0
141_1MLC.A,0.0,0.0,0.00263,0.0,0.0
142_1MLC.A,0.0,0.03,0.01847,0.0,0.0
143_1MLC.A,0.0,0.05,0.01853,0.0,0.0
144_1MLC.A,0.0,0.0,0.01403,0.0,0.0
145_1MLC.A,0.0,0.08,0.01683,0.0,0.0
146_1MLC.A,0.0,0.0,0.00778,0.0,0.0
147_1MLC.A,0.0,0.06,0.01266,0.0,0.0
148_1MLC.A,0.0,0.0,0.00143,0.0,0.0
149_1MLC.A,0.0,0.03,0.0007700000000000001,0.0,0.0
150_1MLC.A,0.0,0.0,0.00027,0.0,0.0
151_1MLC.A,0.0,0.17,0.00082,0.0,0.0
152_1MLC.A,0.0,0.09,0.00066,0.0,0.0
153_1MLC.A,0.0,0.57,0.00082,0.0,0.0
154_1MLC.A,0.0,0.14,0.00773,0.0,0.0
155_1MLC.A,0.0,0.4,0.00455,0.0,0.0
156_1MLC.A,0.0,0.42,0.01721,0.0,0.2
157_1MLC.A,0.0,0.37,0.01524,0.0,0.0
158_1MLC.A,0.0,0.28,0.00926,0.0,0.0
159_1MLC.A,0.0,0.9,0.016390000000000002,0.0,0.7
160_1MLC.A,0.0,0.68,0.01535,0.0,0.1
161_1MLC.A,0.0,0.81,0.0199,0.0,0.0
162_1MLC.A,0.0,0.0,0.00872,0.0,0.0
163_1MLC.A,0.0,0.73,0.024059999999999998,0.0,0.0
164_1MLC.A,0.0,0.0,0.00323,0.0,0.0
165_1MLC.A,0.0,0.27,0.00417,0.0,0.0
166_1MLC.A,0.0,0.19,0.0010400000000000001,0.0,0.0
167_1MLC.A,0.0,0.19,0.00296,0.0,0.0
168_1MLC.A,0.0,0.32,0.00477,0.0,0.0
169_1MLC.A,0.0,0.55,0.0108,0.0,0.0
170_1MLC.A,0.0,0.14,0.00603,0.0,0.0
171_1MLC.A,0.0,0.0,0.00137,0.0,0.0
172_1MLC.A,0.0,0.0,0.00148,0.0,0.0
173_1MLC.A,0.0,0.0,0.0026899999999999997,0.0,0.0
174_1MLC.A,0.0,0.0,0.00011,0.0,0.030612244897959183
175_1MLC.A,0.0,0.0,0.0015300000000000001,0.0,0.0
176_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
177_1MLC.A,0.0,0.0,0.00049,0.0,0.0
178_1MLC.A,0.0,0.0,5e-05,0.0,0.0
179_1MLC.A,0.0,0.0,5e-05,0.0,0.0
180_1MLC.A,0.0,0.05,0.00307,0.0,0.0
181_1MLC.A,0.0,0.0,0.0021899999999999997,0.0,0.07142857142857141
182_1MLC.A,0.0,0.02,0.00312,0.0,0.0
183_1MLC.A,0.0,0.04,0.0018100000000000002,0.0,0.0
184_1MLC.A,0.0,0.03,0.00186,0.0,0.0
185_1MLC.A,0.0,0.03,0.00121,0.0,0.0
186_1MLC.A,0.0,0.0,0.00159,0.0,0.0
187_1MLC.A,0.0,0.06,0.00164,0.0,0.0
188_1MLC.A,0.0,0.19,0.00126,0.0,0.0
189_1MLC.A,0.0,0.14,0.0006,0.0,0.0
190_1MLC.A,0.0,0.19,0.00137,0.0,0.0
191_1MLC.A,0.0,0.12,0.0007099999999999999,0.0,0.0
192_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
193_1MLC.A,0.0,0.0,0.00055,0.0,0.0
194_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
195_1MLC.A,0.0,0.09,0.00093,0.0,0.0
196_1MLC.A,0.0,0.0,5e-05,0.0,0.0
197_1MLC.A,0.0,0.11,0.0038399999999999997,0.0,0.0
198_1MLC.A,0.0,0.0,0.00247,0.0,0.0
199_1MLC.A,0.0,0.21,0.00488,0.0,0.0
200_1MLC.A,0.0,0.39,0.0055899999999999995,0.0,0.0
201_1MLC.A,0.0,0.24,0.00795,0.0,0.0
202_1MLC.A,0.0,0.1,0.00718,0.0,0.0
203_1MLC.A,0.0,0.1,0.00762,0.0,0.0
204_1MLC.A,0.0,0.06,0.00614,0.0,0.0
205_1MLC.A,0.0,0.02,0.00663,0.0,0.0
206_1MLC.A,0.0,0.1,0.00477,0.0,0.0
207_1MLC.A,0.0,0.05,0.006959999999999999,0.0,0.0
208_1MLC.A,0.0,0.38,0.00296,0.0,0.0
209_1MLC.A,0.0,0.93,0.00312,0.0,0.0
210_1MLC.A,0.0,0.43,0.00345,0.0,0.0
211_1MLC.A,0.0,0.61,0.0024100000000000002,0.0,0.5
212_1MLC.A,0.0,0.38,0.00263,0.0,0.0
213_1MLC.A,0.0,0.66,0.00625,0.0,0.0
214_1MLC.A,0.0,0.96,0.00603,0.0,0.0
501_1MLC.A,0.051,0.89,0.18192,0.0,0.0
502_1MLC.A,0.085,0.6,0.19579000000000002,0.0,0.2
503_1MLC.A,0.024,0.88,0.0524,0.0,0.1
504_1MLC.A,0.0,0.0,0.01157,0.0,0.0
505_1MLC.A,0.0,0.73,0.017490000000000002,0.0,0.0
506_1MLC.A,0.0,0.0,0.005370000000000001,0.0,0.0
507_1MLC.A,0.0,0.54,0.01091,0.0,0.0
508_1MLC.A,0.0,0.51,0.011290000000000001,0.0,0.0
509_1MLC.A,0.0,0.47,0.01146,0.0,0.0
510_1MLC.A,0.0,0.14,0.013919999999999998,0.0,0.0
511_1MLC.A,0.0,0.45,0.011890000000000001,0.0,0.0
512_1MLC.A,0.0,0.15,0.01381,0.0,0.0
513_1MLC.A,0.0,0.12,0.01305,0.0,0.0
514_1MLC.A,0.0,0.09,0.006520000000000001,0.0,0.0
515_1MLC.A,0.0,0.03,0.01025,0.0,0.0
516_1MLC.A,0.0,0.02,0.01178,0.0,0.0
517_1MLC.A,0.0,0.05,0.0154,0.0,0.0
518_1MLC.A,0.0,0.0,0.00713,0.0,0.0
519_1MLC.A,0.0,0.14,0.02001,0.0,0.0
520_1MLC.A,0.0,0.0,0.00148,0.0,0.0
521_1MLC.A,0.0,0.08,0.007890000000000001,0.0,0.0
522_1MLC.A,0.0,0.0,0.0007700000000000001,0.0,0.0
523_1MLC.A,0.0,0.15,0.015019999999999999,0.0,0.0
524_1MLC.A,0.0,0.0,0.01063,0.0,0.0
525_1MLC.A,0.019,0.31,0.03689,0.0,0.0
526_1MLC.A,0.04,0.46,0.18653,0.0,0.0
527_1MLC.A,0.059000000000000004,0.33,0.21854,0.0,0.0
528_1MLC.A,0.245,0.12,0.30761,0.0,0.4
529_1MLC.A,0.0,0.0,0.02872,0.0,0.0
530_1MLC.A,0.428,0.18,0.25077,1.0,0.3
531_1MLC.A,0.397,0.18,0.68028,0.0,0.3
532_1MLC.A,0.76,0.26,0.67573,1.0,0.3
533_1MLC.A,1.0,0.65,0.9819100000000001,1.0,0.8
534_1MLC.A,0.0,0.0,0.00037999999999999997,0.0,0.0
535_1MLC.A,0.0,0.0,0.20451,1.0,0.0
536_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
537_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
538_1MLC.A,0.0,0.0,0.00016,0.0,0.0
539_1MLC.A,0.0,0.0,0.00203,0.0,0.0
540_1MLC.A,0.0,0.07,0.015130000000000001,0.0,0.0
541_1MLC.A,0.0,0.08,0.01973,0.0,0.0
542_1MLC.A,0.0,0.08,0.02543,0.0,0.0
543_1MLC.A,0.0,0.04,0.0239,0.0,0.0
544_1MLC.A,0.0,0.31,0.00817,0.0,0.0
545_1MLC.A,0.0,0.0,0.00137,0.0,0.0
546_1MLC.A,0.0,0.75,0.00132,0.0,0.0
547_1MLC.A,0.0,0.0,0.03365,0.0,0.0
548_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
549_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
550_1MLC.A,0.455,0.0,0.63029,1.0,1.0
551_1MLC.A,0.023,0.0,0.00899,0.0,0.0
552_1MLC.A,0.09300000000000001,0.67,0.5583199999999999,0.0,0.1
553_1MLC.A,0.0,0.0,0.03535,0.0,0.0
554_1MLC.A,0.075,0.26,0.10787000000000001,0.0,0.0
555_1MLC.A,0.04,0.23,0.39849,1.0,0.0
556_1MLC.A,0.009000000000000001,0.14,0.25005,1.0,0.4
557_1MLC.A,0.016,0.14,0.63566,1.0,0.3
558_1MLC.A,0.016,0.48,0.41668,0.0,0.0
559_1MLC.A,0.033,0.35,0.71832,0.0,0.4
560_1MLC.A,0.023,0.0,0.20110999999999998,0.0,0.0
561_1MLC.A,0.04,0.0,0.04423,0.0,0.0
562_1MLC.A,0.035,0.24,0.1811,0.0,0.0
563_1MLC.A,0.0,0.21,0.010579999999999999,0.0,0.0
564_1MLC.A,0.0,0.0,0.00143,0.0,0.0
565_1MLC.A,0.024,0.11,0.2836,0.0,0.0
566_1MLC.A,0.0,0.15,0.03075,0.0,0.0
567_1MLC.A,0.0,0.1,0.00702,0.0,0.0
568_1MLC.A,0.0,0.0,0.00893,0.0,0.0
569_1MLC.A,0.0,0.06,0.030860000000000002,0.0,0.0
570_1MLC.A,0.0,0.0,0.02143,0.0,0.0
571_1MLC.A,0.0,0.1,0.024880000000000003,0.0,0.0
572_1MLC.A,0.0,0.02,0.01524,0.0,0.0
573_1MLC.A,0.0,0.01,0.01705,0.0,0.0
574_1MLC.A,0.0,0.02,0.03404,0.0,0.0
575_1MLC.A,0.0,0.01,0.02395,0.0,0.0
576_1MLC.A,0.0,0.05,0.01316,0.0,0.0
577_1MLC.A,0.0,0.2,0.02735,0.0,0.0
578_1MLC.A,0.0,0.0,0.00636,0.0,0.0
579_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
580_1MLC.A,0.0,0.78,0.017269999999999997,0.0,0.9
581_1MLC.A,0.0,0.0,0.0007700000000000001,0.0,0.0
582_1MLC.A,0.0,0.1,0.01792,0.0,0.0
583_1MLC.A,0.0,0.0,0.00197,0.0,0.0
584_1MLC.A,0.0,0.09,0.01211,0.0,0.0
585_1MLC.A,0.0,0.16,0.00965,0.0,0.0
586_1MLC.A,0.0,0.0,0.00175,0.0,0.0
587_1MLC.A,0.0,0.04,0.00323,0.0,0.7
588_1MLC.A,0.0,0.02,0.00926,0.0,0.0
589_1MLC.A,0.0,0.03,0.01496,0.0,0.0
590_1MLC.A,0.0,0.0,0.00037999999999999997,0.0,0.0
591_1MLC.A,0.0,0.03,0.00406,0.0,0.0
592_1MLC.A,0.0,0.0,0.00093,0.0,0.0
593_1MLC.A,0.0,0.19,0.00137,0.0,0.0
594_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
595_1MLC.A,0.0,0.0,0.00121,0.0,0.0
596_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
597_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
598_1MLC.A,0.111,0.0,0.29078000000000004,0.0,0.0
599_1MLC.A,0.19699999999999998,0.93,0.38484,0.0,0.6
600_1MLC.A,0.084,0.78,0.54275,0.0,0.4
601_1MLC.A,0.051,0.0,0.38561,1.0,0.1
602_1MLC.A,0.0,0.0,0.19485999999999998,0.0,0.0
603_1MLC.A,0.0,0.0,0.02702,0.0,0.0
604_1MLC.A,0.084,0.59,0.08775,0.0,0.4
605_1MLC.A,0.126,0.77,0.25658000000000003,0.0,0.0
606_1MLC.A,0.18600000000000003,0.0,0.0233,0.0,0.0
607_1MLC.A,0.0,0.0,0.00795,0.0,0.0
608_1MLC.A,0.0,0.35,0.0154,0.0,0.0
609_1MLC.A,0.0,0.0,0.00236,0.0,0.0
610_1MLC.A,0.0,0.0,0.00137,0.0,0.0
611_1MLC.A,0.0,0.13,0.00247,0.0,0.0
612_1MLC.A,0.0,0.0,0.00033,0.0,0.04081632653061224
613_1MLC.A,0.0,0.04,0.0021899999999999997,0.0,0.0
614_1MLC.A,0.0,0.0,0.00164,0.0,0.0
615_1MLC.A,0.0,0.0,0.004220000000000001,0.0,0.0
616_1MLC.A,0.0,0.03,0.00674,0.0,0.0
617_1MLC.A,0.0,0.0,0.0059700000000000005,0.0,0.0
618_1MLC.A,0.0,0.04,0.00987,0.0,0.0
619_1MLC.A,0.0,0.04,0.01294,0.0,0.0
620_1MLC.A,0.0,0.02,0.006520000000000001,0.0,0.0
621_1MLC.A,0.0,0.01,0.0074,0.0,0.0
622_1MLC.A,0.0,0.0,0.0044399999999999995,0.0,0.0
623_1MLC.A,0.0,0.03,0.0060799999999999995,0.0,0.0
624_1MLC.A,0.0,0.0,0.00175,0.0,0.0
625_1MLC.A,0.0,0.0,0.00417,0.0,0.0
626_1MLC.A,0.0,0.0,0.00033,0.0,0.04081632653061224
627_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
628_1MLC.A,0.0,0.0,0.00011,0.0,0.030612244897959183
629_1MLC.A,0.0,0.0,0.00137,0.0,0.0
630_1MLC.A,0.0,0.03,0.0035600000000000002,0.0,0.0
631_1MLC.A,0.0,0.02,0.00526,0.0,0.0
632_1MLC.A,0.0,0.03,0.0059700000000000005,0.0,0.0
633_1MLC.A,0.0,0.03,0.0046,0.0,0.0
634_1MLC.A,0.0,0.06,0.00565,0.0,0.0
635_1MLC.A,0.0,0.08,0.00954,0.0,0.0
636_1MLC.A,0.0,0.13,0.01299,0.0,0.0
637_1MLC.A,0.0,0.25,0.01299,0.0,0.0
638_1MLC.A,0.0,0.16,0.01272,0.0,0.0
639_1MLC.A,0.0,0.0,0.00121,0.0,0.0
640_1MLC.A,0.0,0.0,0.0026899999999999997,0.0,0.0
641_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
642_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
643_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
644_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
645_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
646_1MLC.A,0.0,0.08,0.00543,0.0,0.0
647_1MLC.A,0.0,0.02,0.00477,0.0,0.0
648_1MLC.A,0.0,0.0,0.00088,0.0,0.0
649_1MLC.A,0.0,0.0,0.0046,0.0,0.0
650_1MLC.A,0.0,0.0,0.005370000000000001,0.0,0.0
651_1MLC.A,0.0,0.04,0.0049299999999999995,0.0,0.0
652_1MLC.A,0.0,0.14,0.0059700000000000005,0.0,0.0
653_1MLC.A,0.0,0.0,0.0026899999999999997,0.0,0.0
654_1MLC.A,0.0,0.08,0.0059700000000000005,0.0,0.0
655_1MLC.A,0.0,0.06,0.00214,0.0,0.0
656_1MLC.A,0.0,0.03,0.0038399999999999997,0.0,0.05
657_1MLC.A,0.0,0.0,0.00055,0.0,0.0
658_1MLC.A,0.0,0.04,0.0015300000000000001,0.0,0.0
659_1MLC.A,0.0,0.16,0.0048200000000000005,0.0,0.0
660_1MLC.A,0.0,0.16,0.0060799999999999995,0.0,0.0
661_1MLC.A,0.0,0.15,0.0063,0.0,0.0
662_1MLC.A,0.0,0.06,0.00543,0.0,0.0
663_1MLC.A,0.0,0.31,0.00822,0.0,0.0
664_1MLC.A,0.0,0.24,0.00932,0.0,0.0
665_1MLC.A,0.0,0.09,0.00565,0.0,0.0
666_1MLC.A,0.0,0.59,0.0019199999999999998,0.0,0.1
667_1MLC.A,0.0,0.0,0.00274,0.0,0.0
668_1MLC.A,0.0,0.71,0.00197,0.0,0.0
669_1MLC.A,0.0,0.0,0.00099,0.0,0.0
670_1MLC.A,0.0,0.86,0.00554,0.0,0.0
671_1MLC.A,0.0,0.63,0.00586,0.0,0.0
672_1MLC.A,0.0,0.41,0.01409,0.0,0.0
673_1MLC.A,0.0,0.29,0.01644,0.0,0.0
674_1MLC.A,0.0,0.32,0.010579999999999999,0.0,0.0
675_1MLC.A,0.0,0.25,0.0125,0.0,0.0
676_1MLC.A,0.0,0.08,0.008879999999999999,0.0,0.0
677_1MLC.A,0.0,0.23,0.00504,0.0,0.0
678_1MLC.A,0.0,0.0,0.00373,0.0,0.0
679_1MLC.A,0.0,0.0,0.00044,0.0,0.018867924528301886
680_1MLC.A,0.0,0.0,0.00066,0.0,0.0
681_1MLC.A,0.0,0.0,0.0,0.0,0.004193290734824281
682_1MLC.A,0.0,0.0,0.00027,0.0,0.0
