residue,predus,ispred,dockpred,vorfip,annotated
39_1ONE.A,0.0,0.0,0.00659,0.045,0
40_1ONE.A,0.0,0.17,0.01942,0.055,0
41_1ONE.A,0.0,0.0,0.01004,0.03,0
42_1ONE.A,0.0,0.3,0.03163,0.07,0
43_1ONE.A,0.0,0.61,0.02138,0.065,0
44_1ONE.A,0.0,0.0,0.00932,0.045,0
45_1ONE.A,0.0,0.0,0.00474,0.03,0
46_1ONE.A,0.0,0.44,0.01535,0.075,0
47_1ONE.A,0.0,0.33,0.01035,0.055,0
48_1ONE.A,0.013000000000000001,0.0,0.00907,0.1,0
49_1ONE.A,0.051,0.36,0.01365,0.065,0
50_1ONE.A,0.034,0.19,0.02797,0.205,0
51_1ONE.A,0.20199999999999999,0.29,0.01705,0.075,0
52_1ONE.A,0.258,0.41,0.05769,0.2,0
53_1ONE.A,0.122,0.29,0.21101999999999999,0.19,0
54_1ONE.A,0.42700000000000005,0.96,0.4205,0.335,0
55_1ONE.A,0.364,0.87,0.65594,0.445,1
56_1ONE.A,1.0,0.97,0.9823299999999999,0.48,1
57_1ONE.A,0.47100000000000003,0.98,0.52681,0.475,0
58_1ONE.A,0.0,0.0,0.03307,0.19,0
59_1ONE.A,0.028999999999999998,0.4,0.08499,0.3,0
60_1ONE.A,0.0,0.0,0.01669,0.065,0
61_1ONE.A,0.0,0.0,0.0256,0.045,0
62_1ONE.A,0.255,0.07,0.38836,0.3,0
63_1ONE.A,0.016,0.02,0.03394,0.265,0
64_1ONE.A,0.0,0.0,0.00036,0.0,0
65_1ONE.A,0.034,0.0,0.15988,0.14,0
66_1ONE.A,0.0,0.04,0.11897999999999999,0.185,0
67_1ONE.A,0.013000000000000001,0.02,0.0052,0.06,0
68_1ONE.A,0.0,0.0,0.00062,0.0,0
69_1ONE.A,0.034,0.03,0.1915,0.085,0
70_1ONE.A,0.034,0.02,0.11325999999999999,0.11,0
71_1ONE.A,0.034,0.03,0.0137,0.04,0
72_1ONE.A,0.0,0.0,0.00041,0.0,0
73_1ONE.A,0.0,0.0,0.02282,0.055,0
74_1ONE.A,0.0,0.24,0.03549,0.08,0
75_1ONE.A,0.0,0.11,0.01885,0.05,0
76_1ONE.A,0.0,0.0,0.00045999999999999996,0.035,0
77_1ONE.A,0.0,0.86,0.01865,0.06,0
78_1ONE.A,0.0,0.37,0.03358,0.19,0
79_1ONE.A,0.0,0.17,0.02045,0.085,0
80_1ONE.A,0.0,0.07,0.015090000000000001,0.065,0
81_1ONE.A,0.0,0.0,0.01149,0.04,0
82_1ONE.A,0.0,0.03,0.007259999999999999,0.025,0
83_1ONE.A,0.0,0.0,5e-05,0.05,0
84_1ONE.A,0.0,0.02,0.00227,0.015,0
85_1ONE.A,0.0,0.02,0.00968,0.02,0
86_1ONE.A,0.0,0.0,0.00015,0.01,0
87_1ONE.A,0.0,0.02,0.006640000000000001,0.045,0
88_1ONE.A,0.0,0.02,0.01205,0.055,0
89_1ONE.A,0.0,0.0,0.00062,0.0,0
90_1ONE.A,0.0,0.0,0.00045999999999999996,0.02,0
91_1ONE.A,0.0,0.07,0.01741,0.02,0
92_1ONE.A,0.0,0.66,0.023180000000000003,0.09,0
93_1ONE.A,0.0,0.0,5e-05,0.0,0
94_1ONE.A,0.0,0.64,0.0068,0.02,0
95_1ONE.A,0.0,0.49,0.02395,0.05,0
96_1ONE.A,0.0,0.31,0.02107,0.055,0
97_1ONE.A,0.0,0.0,0.00788,0.04,0
98_1ONE.A,0.0,0.87,0.01499,0.02,0
99_1ONE.A,0.0,0.97,0.012459999999999999,0.015,0
100_1ONE.A,0.0,0.95,0.01138,0.025,0
101_1ONE.A,0.0,0.87,0.01756,0.03,0
102_1ONE.A,0.0,0.0,0.00057,0.025,0
103_1ONE.A,0.0,0.7,0.0155,0.065,0
104_1ONE.A,0.0,0.77,0.017509999999999998,0.075,0
105_1ONE.A,0.0,0.0,0.0019100000000000002,0.065,0
106_1ONE.A,0.0,0.0,0.00026000000000000003,0.0,0
107_1ONE.A,0.0,0.0,0.0,0.01,0
108_1ONE.A,0.0,0.0,0.0,0.025,0
109_1ONE.A,0.0,0.0,0.0,0.0,0
110_1ONE.A,0.0,0.0,0.0,0.0,0
111_1ONE.A,0.0,0.0,0.0,0.0,0
112_1ONE.A,0.0,0.0,0.0,0.0,0
113_1ONE.A,0.0,0.0,0.0,0.0,0
114_1ONE.A,0.0,0.0,0.0,0.0,0
115_1ONE.A,0.0,0.0,0.0,0.005,0
116_1ONE.A,0.0,0.0,5e-05,0.0,0
117_1ONE.A,0.0,0.0,0.0,0.0,0
118_1ONE.A,0.0,0.0,0.00021,0.0,0
119_1ONE.A,0.0,0.25,0.03199,0.195,0
120_1ONE.A,0.0,0.0,0.00124,0.005,0
121_1ONE.A,0.0,0.0,0.0,0.0,0
122_1ONE.A,0.0,0.0,0.00922,0.07,0
123_1ONE.A,0.0,0.04,0.017509999999999998,0.04,0
124_1ONE.A,0.0,0.02,0.00268,0.015,0
125_1ONE.A,0.0,0.1,0.0035,0.015,0
126_1ONE.A,0.0,0.05,0.01844,0.03,0
127_1ONE.A,0.0,0.35,0.01468,0.025,0
128_1ONE.A,0.0,0.24,0.01612,0.05,0
129_1ONE.A,0.0,0.0,0.01277,0.08,0
130_1ONE.A,0.0,0.0,0.01015,0.03,0
131_1ONE.A,0.0,0.08,0.0059700000000000005,0.035,0
132_1ONE.A,0.0,0.0,0.00041,0.0,0
133_1ONE.A,0.0,0.0,0.0,0.005,0
134_1ONE.A,0.0,0.0,0.00139,0.005,0
135_1ONE.A,0.0,0.07,0.00355,0.025,0
136_1ONE.A,0.0,0.03,0.00103,0.025,0
137_1ONE.A,0.0,0.0,0.00155,0.05,0
138_1ONE.A,0.0,0.03,0.00592,0.04,0
139_1ONE.A,0.0,0.04,0.00361,0.015,0
140_1ONE.A,0.0,0.03,0.01025,0.05,0
141_1ONE.A,0.0,0.02,0.00572,0.04,0
142_1ONE.A,0.0,0.03,0.00999,0.035,0
143_1ONE.A,0.0,0.02,0.00886,0.075,0
144_1ONE.A,0.0,0.0,0.00402,0.055,0
145_1ONE.A,0.0,0.0,0.00021,0.0,0
146_1ONE.A,0.0,0.0,0.00072,0.0,0
147_1ONE.A,0.0,0.0,0.0,0.0,0
148_1ONE.A,0.0,0.0,0.0,0.0,0
149_1ONE.A,0.0,0.0,0.0,0.0,0
150_1ONE.A,0.0,0.0,0.0,0.0,0
151_1ONE.A,0.0,0.0,5e-05,0.005,0
152_1ONE.A,0.0,0.0,0.0,0.0,0
153_1ONE.A,0.0,0.0,0.0,0.0,0
154_1ONE.A,0.0,0.0,0.0,0.0,0
155_1ONE.A,0.0,0.0,0.0005200000000000001,0.015,0
156_1ONE.A,0.0,0.0,0.00021,0.015,0
157_1ONE.A,0.0,0.0,0.00907,0.01,0
158_1ONE.A,0.0,0.04,0.03914,0.035,0
159_1ONE.A,0.0,0.0,0.03296,0.055,0
160_1ONE.A,0.0,0.0,0.04816,0.16,0
161_1ONE.A,0.0,0.99,0.08581,0.245,1
162_1ONE.A,0.0,0.99,0.04682,0.045,0
163_1ONE.A,0.0,0.28,0.01736,0.015,0
164_1ONE.A,0.0,0.0,0.00041,0.005,0
165_1ONE.A,0.0,0.0,0.00031,0.02,0
166_1ONE.A,0.0,0.0,0.00021,0.005,0
167_1ONE.A,0.0,0.0,0.0,0.025,0
168_1ONE.A,0.0,0.0,0.0,0.015,0
169_1ONE.A,0.0,0.0,0.0,0.0,0
170_1ONE.A,0.0,0.0,0.0,0.0,0
171_1ONE.A,0.0,0.0,0.0,0.0,0
172_1ONE.A,0.0,0.0,5e-05,0.0,0
173_1ONE.A,0.0,0.0,5e-05,0.0,0
174_1ONE.A,0.0,0.0,0.00953,0.03,0
175_1ONE.A,0.0,0.13,0.0058200000000000005,0.025,0
176_1ONE.A,0.0,0.0,0.0037600000000000003,0.02,0
177_1ONE.A,0.0,0.08,0.01123,0.085,0
178_1ONE.A,0.0,0.31,0.00386,0.025,0
179_1ONE.A,0.0,0.0,0.00015,0.0,0
180_1ONE.A,0.0,0.67,0.00386,0.11,0
181_1ONE.A,0.0,0.12,0.00242,0.095,0
182_1ONE.A,0.0,0.0,5e-05,0.0,0
183_1ONE.A,0.0,0.0,0.00577,0.115,1
184_1ONE.A,0.0,0.98,0.006999999999999999,0.135,1
185_1ONE.A,0.0,0.0,0.00015,0.03,0
186_1ONE.A,0.0,0.0,0.00021,0.0,0
187_1ONE.A,0.0,0.53,0.009170000000000001,0.12,0
188_1ONE.A,0.0,0.98,0.00469,0.075,1
189_1ONE.A,0.0,0.0,0.0,0.0,0
190_1ONE.A,0.0,0.0,0.01622,0.075,0
191_1ONE.A,0.0,0.98,0.019469999999999998,0.135,1
192_1ONE.A,0.0,0.43,0.00216,0.08,0
193_1ONE.A,0.0,0.0,0.0,0.0,0
194_1ONE.A,0.0,0.98,0.03951,0.115,0
195_1ONE.A,0.0,0.39,0.00428,0.06,0
196_1ONE.A,0.0,0.49,0.00335,0.05,0
197_1ONE.A,0.0,0.0,0.0,0.0,0
198_1ONE.A,0.0,0.97,0.031830000000000004,0.095,0
199_1ONE.A,0.0,0.47,0.02338,0.04,0
200_1ONE.A,0.0,0.28,0.03126,0.09,0
201_1ONE.A,0.0,0.27,0.04043,0.09,0
202_1ONE.A,0.0,0.14,0.03126,0.04,0
203_1ONE.A,0.0,0.86,0.04198,0.1,1
204_1ONE.A,0.0,0.97,0.09055,0.265,1
205_1ONE.A,0.0,0.0,0.02132,0.065,0
206_1ONE.A,0.0,0.0,0.01113,0.065,0
207_1ONE.A,0.0,0.98,0.12609,0.25,1
208_1ONE.A,0.0,0.94,0.10522999999999999,0.145,1
209_1ONE.A,0.0,0.0,0.04347,0.075,0
210_1ONE.A,0.0,0.95,0.08421000000000001,0.27,0
211_1ONE.A,0.0,0.0,0.0,0.0,0
212_1ONE.A,0.0,0.0,0.00386,0.0,0
213_1ONE.A,0.0,0.0,0.00031,0.0,0
214_1ONE.A,0.0,0.0,0.00045999999999999996,0.0,0
215_1ONE.A,0.0,0.98,0.02787,0.03,1
216_1ONE.A,0.0,0.0,0.00783,0.08,0
217_1ONE.A,0.0,0.82,0.05563,0.075,1
218_1ONE.A,0.0,0.0,0.01715,0.05,0
219_1ONE.A,0.0,0.18,0.02967,0.09,0
220_1ONE.A,0.0,0.1,0.01432,0.05,0
221_1ONE.A,0.0,0.0,0.0012900000000000001,0.07,0
222_1ONE.A,0.0,0.16,0.01329,0.105,0
223_1ONE.A,0.0,0.04,0.0273,0.03,0
224_1ONE.A,0.0,0.0,0.0,0.0,0
225_1ONE.A,0.0,0.0,0.00031,0.0,0
226_1ONE.A,0.0,0.04,0.015090000000000001,0.045,0
227_1ONE.A,0.0,0.0,0.00026000000000000003,0.0,0
228_1ONE.A,0.0,0.0,0.0,0.0,0
229_1ONE.A,0.0,0.03,0.00536,0.025,0
230_1ONE.A,0.0,0.03,0.01015,0.045,0
231_1ONE.A,0.0,0.0,0.0,0.0,0
232_1ONE.A,0.0,0.0,0.00108,0.055,0
233_1ONE.A,0.0,0.02,0.00881,0.055,0
234_1ONE.A,0.0,0.05,0.00237,0.045,0
235_1ONE.A,0.0,0.45,0.00165,0.065,0
236_1ONE.A,0.0,0.15,0.00216,0.03,0
237_1ONE.A,0.0,0.0,0.0018,0.045,0
238_1ONE.A,0.0,0.05,0.00886,0.04,0
239_1ONE.A,0.0,0.02,0.01499,0.02,0
240_1ONE.A,0.0,0.01,0.00603,0.03,0
241_1ONE.A,0.0,0.0,0.0025800000000000003,0.035,0
242_1ONE.A,0.0,0.05,0.02369,0.09,0
243_1ONE.A,0.0,0.0,0.0001,0.0,0
244_1ONE.A,0.0,0.0,0.0,0.0,0
245_1ONE.A,0.0,0.0,0.0,0.0,0
246_1ONE.A,0.0,0.0,0.0,0.01,0
247_1ONE.A,0.0,0.0,0.0,0.0,0
248_1ONE.A,0.0,0.0,0.0,0.02,0
249_1ONE.A,0.0,0.0,0.0001,0.005,0
250_1ONE.A,0.034,0.0,0.01792,0.055,0
251_1ONE.A,0.0,0.04,0.028789999999999996,0.07,0
252_1ONE.A,0.0,0.0,0.00525,0.0,0
253_1ONE.A,0.073,0.03,0.03003,0.06,0
254_1ONE.A,0.013000000000000001,0.03,0.03163,0.1,0
255_1ONE.A,0.073,0.06,0.0308,0.115,0
256_1ONE.A,0.034,0.06,0.01962,0.04,0
257_1ONE.A,0.013000000000000001,0.06,0.00747,0.125,0
258_1ONE.A,0.0,0.0,0.00237,0.03,0
259_1ONE.A,0.0,0.0,0.00149,0.005,0
260_1ONE.A,0.0,0.36,0.00345,0.08,0
261_1ONE.A,0.0,0.11,0.01277,0.04,0
262_1ONE.A,0.034,0.26,0.028999999999999998,0.055,0
263_1ONE.A,0.0,0.19,0.051089999999999997,0.14,0
264_1ONE.A,0.0,0.09,0.036469999999999995,0.045,0
265_1ONE.A,0.0,0.12,0.05757999999999999,0.14,0
266_1ONE.A,0.0,0.09,0.03734,0.11,0
267_1ONE.A,0.073,0.0,0.00999,0.07,0
268_1ONE.A,0.013000000000000001,0.06,0.006640000000000001,0.1,0
269_1ONE.A,0.034,0.04,0.01798,0.14,0
270_1ONE.A,0.013000000000000001,0.07,0.00458,0.085,0
271_1ONE.A,0.013000000000000001,0.05,0.00968,0.135,0
272_1ONE.A,0.013000000000000001,0.0,0.01329,0.105,0
273_1ONE.A,0.013000000000000001,0.12,0.0052,0.055,0
274_1ONE.A,0.0,0.2,0.00639,0.06,0
275_1ONE.A,0.0,0.0,0.004379999999999999,0.09,0
276_1ONE.A,0.0,0.06,0.00731,0.125,0
277_1ONE.A,0.0,0.07,0.008140000000000001,0.08,0
278_1ONE.A,0.0,0.0,0.00139,0.0,0
279_1ONE.A,0.0,0.0,0.00309,0.055,0
280_1ONE.A,0.0,0.34,0.01154,0.1,0
281_1ONE.A,0.0,0.49,0.00536,0.065,0
282_1ONE.A,0.0,0.0,0.0001,0.01,0
283_1ONE.A,0.0,0.62,0.02333,0.11,0
284_1ONE.A,0.0,0.62,0.00943,0.055,0
285_1ONE.A,0.0,0.0,0.00247,0.015,0
286_1ONE.A,0.0,0.62,0.03034,0.09,0
287_1ONE.A,0.0,0.61,0.03868,0.165,0
288_1ONE.A,0.0,0.31,0.025910000000000002,0.125,0
289_1ONE.A,0.0,0.0,0.02333,0.165,0
290_1ONE.A,0.0,0.16,0.02055,0.085,0
291_1ONE.A,0.0,0.0,0.02241,0.09,0
292_1ONE.A,0.0,0.25,0.03013,0.13,0
293_1ONE.A,0.0,0.0,0.00026000000000000003,0.005,0
294_1ONE.A,0.0,0.0,0.0,0.0,0
295_1ONE.A,0.0,0.0,0.0,0.0,0
296_1ONE.A,0.0,0.0,0.0,0.015,0
297_1ONE.A,0.0,0.0,0.0,0.0,0
298_1ONE.A,0.0,0.0,0.00201,0.0,0
299_1ONE.A,0.0,0.0,0.00505,0.02,0
300_1ONE.A,0.0,0.0,0.02024,0.09,0
301_1ONE.A,0.0,0.19,0.025910000000000002,0.065,0
302_1ONE.A,0.0,0.12,0.01355,0.085,0
303_1ONE.A,0.0,0.12,0.010459999999999999,0.07,0
304_1ONE.A,0.0,0.05,0.01375,0.1,0
305_1ONE.A,0.0,0.0,0.00391,0.1,0
306_1ONE.A,0.0,0.0,0.0,0.005,0
307_1ONE.A,0.0,0.02,0.00494,0.045,0
308_1ONE.A,0.0,0.09,0.00937,0.11,0
309_1ONE.A,0.0,0.0,0.00206,0.02,0
310_1ONE.A,0.0,0.08,0.05537,0.085,0
311_1ONE.A,0.0,0.15,0.05424,0.16,0
312_1ONE.A,0.0,0.06,0.04543,0.14,0
313_1ONE.A,0.0,0.0,0.053770000000000005,0.18,0
314_1ONE.A,0.0,0.71,0.06876,0.13,0
315_1ONE.A,0.0,0.29,0.05728,0.22,0
316_1ONE.A,0.0,0.0,0.02735,0.105,0
317_1ONE.A,0.0,0.0,0.00345,0.0,0
318_1ONE.A,0.0,0.0,0.0,0.005,0
319_1ONE.A,0.0,0.0,0.0,0.0,0
320_1ONE.A,0.0,0.0,0.0,0.05,0
321_1ONE.A,0.0,0.0,0.00227,0.025,0
322_1ONE.A,0.0,0.0,5e-05,0.0,0
323_1ONE.A,0.0,0.0,0.0,0.0,0
324_1ONE.A,0.0,0.0,0.0001,0.015,0
325_1ONE.A,0.0,0.0,0.0,0.0,0
326_1ONE.A,0.0,0.48,0.00232,0.02,0
327_1ONE.A,0.0,0.0,0.00093,0.03,0
328_1ONE.A,0.0,0.14,0.00834,0.065,0
329_1ONE.A,0.0,0.57,0.00891,0.095,0
330_1ONE.A,0.0,0.0,5e-05,0.01,0
331_1ONE.A,0.0,0.34,0.00247,0.02,0
332_1ONE.A,0.0,0.16,0.00561,0.05,0
333_1ONE.A,0.0,0.0,0.00242,0.0,0
334_1ONE.A,0.02,0.55,0.014369999999999999,0.035,0
335_1ONE.A,0.013000000000000001,0.29,0.0103,0.055,0
336_1ONE.A,0.0,0.27,0.00809,0.05,0
337_1ONE.A,0.0,0.26,0.04347,0.1,0
338_1ONE.A,0.0,0.0,0.00155,0.0,0
339_1ONE.A,0.0,0.0,0.01427,0.015,0
340_1ONE.A,0.024,0.67,0.04981,0.14,0
341_1ONE.A,0.0,0.0,0.0,0.0,0
342_1ONE.A,0.0,0.0,0.0,0.0,0
343_1ONE.A,0.0,0.0,0.0,0.0,0
344_1ONE.A,0.0,0.0,0.0,0.0,0
345_1ONE.A,0.0,0.0,0.0,0.04,0
346_1ONE.A,0.0,0.0,0.0,0.015,0
347_1ONE.A,0.0,0.0,5e-05,0.01,0
348_1ONE.A,0.0,0.0,0.0,0.02,0
349_1ONE.A,0.0,0.0,0.00021,0.015,0
350_1ONE.A,0.0,0.0,0.0,0.0,0
351_1ONE.A,0.0,0.0,0.0,0.0,0
352_1ONE.A,0.0,0.0,0.0,0.0,0
353_1ONE.A,0.0,0.12,0.00036,0.015,0
354_1ONE.A,0.0,0.08,0.0011300000000000001,0.05,0
355_1ONE.A,0.0,0.0,0.0,0.005,0
356_1ONE.A,0.0,0.0,5e-05,0.06,0
357_1ONE.A,0.0,0.05,0.00309,0.025,0
358_1ONE.A,0.0,0.0,0.0,0.0,0
359_1ONE.A,0.0,0.0,0.00045999999999999996,0.01,0
360_1ONE.A,0.013000000000000001,0.02,0.0030399999999999997,0.03,0
361_1ONE.A,0.02,0.02,0.0030399999999999997,0.05,0
362_1ONE.A,0.0,0.0,0.0001,0.0,0
363_1ONE.A,0.02,0.0,0.00628,0.05,0
364_1ONE.A,0.02,0.02,0.01715,0.02,0
365_1ONE.A,0.013000000000000001,0.02,0.029410000000000002,0.075,0
366_1ONE.A,0.051,0.04,0.03528,0.085,0
367_1ONE.A,0.02,0.0,0.020909999999999998,0.045,0
368_1ONE.A,0.0,0.0,0.0005200000000000001,0.01,0
369_1ONE.A,0.0,0.0,0.0,0.0,0
370_1ONE.A,0.0,0.0,0.0,0.0,0
371_1ONE.A,0.0,0.0,0.0,0.0,0
372_1ONE.A,0.0,0.0,0.0,0.005,0
373_1ONE.A,0.0,0.0,0.0,0.01,0
374_1ONE.A,0.0,0.0,5e-05,0.025,0
375_1ONE.A,0.0,0.0,0.00088,0.05,0
376_1ONE.A,0.0,0.0,5e-05,0.0,0
377_1ONE.A,0.0,0.0,0.00793,0.03,0
378_1ONE.A,0.0,0.0,0.03204,0.095,0
379_1ONE.A,0.0,0.98,0.26459,0.245,1
380_1ONE.A,0.0,0.0,0.00716,0.06,0
381_1ONE.A,0.0,0.98,0.0153,0.08,0
382_1ONE.A,0.0,0.0,0.00247,0.035,0
383_1ONE.A,0.0,0.0,0.0,0.015,0
384_1ONE.A,0.0,0.0,0.0,0.0,0
385_1ONE.A,0.0,0.0,0.009009999999999999,0.05,0
386_1ONE.A,0.0,0.0,0.0,0.0,0
387_1ONE.A,0.0,0.0,0.0,0.0,0
388_1ONE.A,0.0,0.0,0.0,0.0,0
389_1ONE.A,0.0,0.0,0.0,0.0,0
390_1ONE.A,0.0,0.0,0.00045999999999999996,0.005,0
391_1ONE.A,0.0,0.0,0.00288,0.03,0
392_1ONE.A,0.0,0.0,0.0,0.0,0
393_1ONE.A,0.0,0.0,0.0,0.0,0
394_1ONE.A,0.0,0.0,5e-05,0.0,0
395_1ONE.A,0.0,0.0,0.0,0.0,0
396_1ONE.A,0.0,0.0,0.0,0.015,0
397_1ONE.A,0.0,0.0,0.0,0.005,0
398_1ONE.A,0.0,0.0,0.0,0.005,0
399_1ONE.A,0.0,0.0,5e-05,0.0,0
400_1ONE.A,0.0,0.0,0.01205,0.1,1
401_1ONE.A,0.0,0.64,0.0221,0.09,1
402_1ONE.A,0.0,0.98,0.15061,0.095,1
403_1ONE.A,0.0,0.97,0.08885,0.14,1
404_1ONE.A,0.0,0.0,0.058410000000000004,0.095,1
405_1ONE.A,0.0,0.0,0.00021,0.015,0
406_1ONE.A,0.0,0.95,0.0206,0.12,1
407_1ONE.A,0.0,0.97,0.012980000000000002,0.145,0
408_1ONE.A,0.0,0.0,5e-05,0.01,0
409_1ONE.A,0.0,0.0,0.00144,0.005,0
410_1ONE.A,0.0,0.99,0.025240000000000002,0.18,1
411_1ONE.A,0.0,0.83,0.0189,0.12,0
412_1ONE.A,0.0,0.0,0.0,0.0,0
413_1ONE.A,0.0,0.98,0.00788,0.135,0
414_1ONE.A,0.0,0.98,0.04023,0.2,1
415_1ONE.A,0.0,0.0,0.004379999999999999,0.02,0
416_1ONE.A,0.0,0.84,0.00196,0.06,0
417_1ONE.A,0.0,0.98,0.0136,0.07,1
418_1ONE.A,0.0,0.48,0.02035,0.045,0
419_1ONE.A,0.0,0.0,0.00448,0.035,0
420_1ONE.A,0.0,0.28,0.00366,0.02,0
421_1ONE.A,0.0,0.08,0.01035,0.065,0
422_1ONE.A,0.0,0.03,0.00788,0.055,0
423_1ONE.A,0.0,0.14,0.00515,0.08,0
424_1ONE.A,0.0,0.22,0.00922,0.08,0
425_1ONE.A,0.0,0.0,0.007670000000000001,0.05,0
426_1ONE.A,0.0,0.0,0.00603,0.03,0
427_1ONE.A,0.0,0.0,0.00561,0.03,0
428_1ONE.A,0.0,0.18,0.044660000000000005,0.065,0
429_1ONE.A,0.0,0.25,0.03781,0.065,0
430_1ONE.A,0.0,0.0,0.02529,0.125,0
431_1ONE.A,0.034,0.16,0.04795,0.125,0
432_1ONE.A,0.034,0.08,0.0547,0.08,0
433_1ONE.A,0.0,0.0,0.00149,0.0,0
434_1ONE.A,0.034,0.0,0.00294,0.035,0
435_1ONE.A,0.073,0.07,0.02828,0.04,0
436_1ONE.A,0.0,0.02,0.02333,0.045,0
1_1PDK.A,0.183,0.01,0.1685,0.71,1
2_1PDK.A,0.0,0.0,0.04125,0.34,0
3_1PDK.A,0.0,0.0,0.13657,0.68,0
4_1PDK.A,0.24100000000000002,0.0,0.08516,0.7,1
5_1PDK.A,0.183,0.03,0.44974,0.715,0
6_1PDK.A,0.428,0.03,0.48288000000000003,0.8,0
7_1PDK.A,0.428,0.1,0.20177,0.835,0
8_1PDK.A,0.39899999999999997,0.0,0.13657,0.72,1
9_1PDK.A,0.0,0.0,0.07173,0.06,0
10_1PDK.A,0.085,0.01,0.20551999999999998,0.125,0
11_1PDK.A,0.0,0.0,0.02903,0.005,0
12_1PDK.A,0.0,0.01,0.16415,0.01,0
13_1PDK.A,0.0,0.01,0.01439,0.015,0
14_1PDK.A,0.0,0.0,0.07173,0.01,0
15_1PDK.A,0.0,0.01,0.2516,0.045,0
16_1PDK.A,0.0,0.01,0.09942999999999999,0.05,0
17_1PDK.A,0.0,0.0,0.14225,0.03,0
18_1PDK.A,0.0,0.01,0.2458,0.12,0
19_1PDK.A,0.0,0.01,0.30204000000000003,0.155,0
20_1PDK.A,0.0,0.0,0.06738,0.0,0
21_1PDK.A,0.0,0.01,0.32091,0.25,0
22_1PDK.A,0.0,0.0,0.008709999999999999,0.05,0
23_1PDK.A,0.0,0.0,0.04645,0.155,0
24_1PDK.A,0.0,0.0,0.01814,0.005,0
25_1PDK.A,0.0,0.01,0.17673,0.36,0
26_1PDK.A,0.0,0.01,0.21700999999999998,0.53,1
27_1PDK.A,0.0,0.06,0.24955,0.12,0
28_1PDK.A,0.0,0.03,0.21894,0.26,0
29_1PDK.A,0.0,0.11,0.21616,0.665,0
30_1PDK.A,0.0,0.02,0.10899,0.305,0
31_1PDK.A,0.0,0.0,0.26345999999999997,0.71,1
32_1PDK.A,0.0,0.02,0.36228,0.315,0
33_1PDK.A,0.0,0.0,0.00665,0.02,0
34_1PDK.A,0.0,0.01,0.38006999999999996,0.31,0
35_1PDK.A,0.0,0.0,0.06822,0.0,0
36_1PDK.A,0.0,0.0,0.29721,0.12,0
37_1PDK.A,0.0,0.0,0.015,0.005,0
38_1PDK.A,0.0,0.0,0.12943,0.15,0
39_1PDK.A,0.0,0.01,0.04863,0.02,0
40_1PDK.A,0.0,0.01,0.13752999999999999,0.05,0
41_1PDK.A,0.0,0.02,0.20443,0.025,0
42_1PDK.A,0.0,0.02,0.28789000000000003,0.185,0
43_1PDK.A,0.0,0.02,0.22995,0.12,0
44_1PDK.A,0.0,0.01,0.3814,0.165,0
45_1PDK.A,0.0,0.01,0.08903,0.045,0
46_1PDK.A,0.0,0.02,0.35441999999999996,0.155,0
47_1PDK.A,0.0,0.06,0.20624,0.185,0
48_1PDK.A,0.0,0.0,0.05032,0.015,0
49_1PDK.A,0.0,0.02,0.03242,0.02,0
50_1PDK.A,0.0,0.0,0.01185,0.005,0
51_1PDK.A,0.0,0.03,0.15072,0.045,0
52_1PDK.A,0.0,0.0,0.08685,0.065,0
53_1PDK.A,0.0,0.01,0.24785,0.045,0
54_1PDK.A,0.0,0.01,0.2383,0.05,0
55_1PDK.A,0.0,0.01,0.35829,0.04,0
56_1PDK.A,0.0,0.02,0.41744,0.045,0
57_1PDK.A,0.0,0.02,0.2285,0.035,0
58_1PDK.A,0.0,0.21,0.30688000000000004,0.185,0
59_1PDK.A,0.0,0.0,0.0404,0.005,0
60_1PDK.A,0.0,0.18,0.11213,0.015,0
61_1PDK.A,0.0,0.03,0.057089999999999995,0.015,0
62_1PDK.A,0.0,0.02,0.06472,0.0,0
63_1PDK.A,0.0,0.03,0.052739999999999995,0.01,0
64_1PDK.A,0.0,0.02,0.21591999999999997,0.08,0
65_1PDK.A,0.0,0.02,0.12375,0.05,0
66_1PDK.A,0.0,0.04,0.27421999999999996,0.01,0
67_1PDK.A,0.0,0.0,0.033139999999999996,0.005,0
68_1PDK.A,0.0,0.02,0.21302,0.04,0
69_1PDK.A,0.0,0.0,0.00242,0.0,0
70_1PDK.A,0.0,0.0,0.09375,0.025,0
71_1PDK.A,0.0,0.01,0.05939,0.025,0
72_1PDK.A,0.0,0.05,0.10947,0.025,0
73_1PDK.A,0.0,0.06,0.09024,0.095,0
74_1PDK.A,0.0,0.11,0.07923,0.06,0
75_1PDK.A,0.0,0.0,0.015969999999999998,0.035,0
76_1PDK.A,0.0,0.03,0.045360000000000004,0.055,0
77_1PDK.A,0.0,0.09,0.07766,0.035,0
78_1PDK.A,0.0,0.02,0.052379999999999996,0.01,0
79_1PDK.A,0.0,0.03,0.0531,0.01,0
80_1PDK.A,0.0,0.04,0.055760000000000004,0.02,0
81_1PDK.A,0.0,0.26,0.08661,0.03,0
82_1PDK.A,0.0,0.09,0.07234,0.03,0
83_1PDK.A,0.0,0.0,0.00556,0.0,0
84_1PDK.A,0.0,0.0,0.0271,0.015,0
85_1PDK.A,0.0,0.0,0.07101,0.065,0
86_1PDK.A,0.0,0.0,0.01948,0.0,0
87_1PDK.A,0.0,0.0,0.12278,0.285,0
88_1PDK.A,0.0,0.0,0.00011999999999999999,0.03,0
