residue,predus,ispred,dockpred,annotated,vorfip
172_1MQ8.B,0.0,0.0,0.01888,0,0.01
173_1MQ8.B,0.0,0.0,0.00026000000000000003,0,0.0
174_1MQ8.B,0.0,0.0,0.03297,0,0.0
175_1MQ8.B,1.0,0.47,0.6751,0,0.415
176_1MQ8.B,0.19399999999999998,0.2,0.53575,0,0.42
177_1MQ8.B,0.287,0.09,0.50426,0,0.2
178_1MQ8.B,0.217,0.07,0.2493,0,0.11
179_1MQ8.B,0.255,0.03,0.1257,0,0.095
180_1MQ8.B,0.0,0.0,0.02914,0,0.025
181_1MQ8.B,0.0,0.0,0.00861,0,0.015
182_1MQ8.B,0.0,0.03,0.0849,0,0.02
183_1MQ8.B,0.0,0.0,0.05289,0,0.015
184_1MQ8.B,0.0,0.05,0.09333999999999999,0,0.07
185_1MQ8.B,0.0,0.01,0.05454,0,0.035
186_1MQ8.B,0.0,0.0,0.018090000000000002,0,0.01
187_1MQ8.B,0.0,0.02,0.11073,0,0.08
188_1MQ8.B,0.0,0.05,0.11047,0,0.125
189_1MQ8.B,0.0,0.01,0.08812,0,0.145
190_1MQ8.B,0.0,0.01,0.09602999999999999,0,0.06
191_1MQ8.B,0.0,0.01,0.04523,0,0.03
192_1MQ8.B,0.0,0.0,0.01018,0,0.025
193_1MQ8.B,0.0,0.01,0.07046000000000001,0,0.055
194_1MQ8.B,0.0,0.01,0.026789999999999998,0,0.015
195_1MQ8.B,0.0,0.0,0.00592,0,0.02
196_1MQ8.B,0.0,0.02,0.06707,0,0.04
197_1MQ8.B,0.0,0.01,0.11073,0,0.085
198_1MQ8.B,0.18600000000000003,0.05,0.17615,0,0.09
199_1MQ8.B,0.25,0.15,0.12839,0,0.09
200_1MQ8.B,0.307,0.05,0.51148,0,0.295
201_1MQ8.B,0.278,0.09,0.66084,0,0.315
202_1MQ8.B,0.76,0.7,0.74669,0,0.41
203_1MQ8.B,0.76,0.8,0.8640399999999999,0,0.46
204_1MQ8.B,1.0,0.96,0.98321,1,0.515
205_1MQ8.B,0.507,0.97,0.7072,1,0.495
206_1MQ8.B,0.0,0.0,0.09047000000000001,1,0.09
207_1MQ8.B,0.285,0.22,0.34238,0,0.21
208_1MQ8.B,0.0,0.0,0.0007,0,0.0
209_1MQ8.B,0.0,0.0,0.0849,0,0.015
210_1MQ8.B,0.13,0.04,0.25217,0,0.1
211_1MQ8.B,0.0,0.0,0.00278,0,0.0
212_1MQ8.B,0.0,0.0,0.0005200000000000001,0,0.0
213_1MQ8.B,0.018000000000000002,0.01,0.2346,0,0.055
214_1MQ8.B,0.061,0.01,0.41631999999999997,0,0.15
215_1MQ8.B,0.0,0.0,0.00296,0,0.0
216_1MQ8.B,0.021,0.01,0.02636,0,0.035
217_1MQ8.B,0.026000000000000002,0.01,0.23756,0,0.1
218_1MQ8.B,0.021,0.02,0.35143,0,0.13
219_1MQ8.B,0.0,0.0,0.005220000000000001,0,0.005
220_1MQ8.B,0.026000000000000002,0.04,0.01931,0,0.04
221_1MQ8.B,0.037000000000000005,0.04,0.18041,0,0.065
222_1MQ8.B,0.18600000000000003,0.08,0.07664,0,0.095
223_1MQ8.B,0.079,0.11,0.14282999999999998,0,0.065
224_1MQ8.B,0.131,0.02,0.09421,0,0.045
225_1MQ8.B,0.0,0.02,0.06994,0,0.045
226_1MQ8.B,0.0,0.0,0.04793,0,0.03
227_1MQ8.B,0.0,0.15,0.15344000000000002,0,0.09
228_1MQ8.B,0.0,0.22,0.061239999999999996,0,0.17
229_1MQ8.B,0.0,0.06,0.11039000000000002,0,0.06
230_1MQ8.B,0.0,0.03,0.04515,0,0.07
231_1MQ8.B,0.0,0.02,0.0401,0,0.07
232_1MQ8.B,0.0,0.01,0.022090000000000002,0,0.05
233_1MQ8.B,0.0,0.0,0.00078,0,0.015
234_1MQ8.B,0.0,0.0,0.0,0,0.0
235_1MQ8.B,0.0,0.0,0.0,0,0.01
236_1MQ8.B,0.0,0.0,0.0,0,0.0
237_1MQ8.B,0.0,0.0,0.0,0,0.0
238_1MQ8.B,0.0,0.0,0.00016999999999999999,0,0.005
239_1MQ8.B,0.0,0.0,0.00922,0,0.0
240_1MQ8.B,0.0,0.0,0.00235,0,0.02
241_1MQ8.B,0.18600000000000003,0.02,0.2741,1,0.18
242_1MQ8.B,0.0,0.03,0.09072999999999999,0,0.12
243_1MQ8.B,0.17300000000000001,0.02,0.35812,1,0.295
244_1MQ8.B,0.131,0.17,0.31924,1,0.18
245_1MQ8.B,0.0,0.02,0.20642,1,0.135
246_1MQ8.B,0.0,0.02,0.15249000000000001,0,0.045
247_1MQ8.B,0.0,0.01,0.1297,0,0.03
248_1MQ8.B,0.0,0.0,0.00713,0,0.005
249_1MQ8.B,0.0,0.01,0.06767999999999999,0,0.065
250_1MQ8.B,0.0,0.03,0.08429,0,0.02
251_1MQ8.B,0.0,0.0,0.01435,0,0.02
252_1MQ8.B,0.0,0.02,0.044969999999999996,0,0.07
253_1MQ8.B,0.0,0.08,0.031580000000000004,0,0.085
254_1MQ8.B,0.0,0.0,0.01105,0,0.01
255_1MQ8.B,0.0,0.14,0.00905,0,0.115
256_1MQ8.B,0.0,0.0,0.02401,0,0.105
257_1MQ8.B,0.0,0.0,0.008440000000000001,0,0.105
258_1MQ8.B,0.0,0.0,0.00035,0,0.005
259_1MQ8.B,0.0,0.0,0.0,0,0.07
260_1MQ8.B,0.0,0.0,0.00609,0,0.075
261_1MQ8.B,0.0,0.0,0.02636,0,0.015
262_1MQ8.B,0.0,0.0,0.06707,0,0.05
263_1MQ8.B,0.0,0.05,0.22695,0,0.205
264_1MQ8.B,0.026000000000000002,0.14,0.29723,1,0.22
265_1MQ8.B,0.061,0.14,0.19729000000000002,0,0.235
266_1MQ8.B,0.021,0.05,0.23939000000000002,0,0.265
267_1MQ8.B,0.11599999999999999,0.08,0.16275,0,0.18
268_1MQ8.B,0.11599999999999999,0.03,0.17215,0,0.3
269_1MQ8.B,0.255,0.03,0.10003,0,0.29
270_1MQ8.B,0.055,0.03,0.09516000000000001,0,0.2
271_1MQ8.B,0.27399999999999997,0.0,0.09168,0,0.125
272_1MQ8.B,0.0,0.02,0.08202999999999999,0,0.095
273_1MQ8.B,0.0,0.03,0.01888,0,0.08
274_1MQ8.B,0.0,0.0,0.032010000000000004,0,0.03
275_1MQ8.B,0.0,0.03,0.18885,0,0.265
276_1MQ8.B,0.0,0.02,0.04515,0,0.105
277_1MQ8.B,0.0,0.0,0.00809,0,0.0
278_1MQ8.B,0.0,0.01,0.06192999999999999,0,0.26
279_1MQ8.B,0.0,0.01,0.06167,0,0.275
280_1MQ8.B,0.037000000000000005,0.01,0.09942999999999999,0,0.265
281_1MQ8.B,0.037000000000000005,0.03,0.12552,0,0.3
282_1MQ8.B,0.11599999999999999,0.01,0.19981,0,0.335
283_1MQ8.B,0.11599999999999999,0.01,0.1404,0,0.275
284_1MQ8.B,0.061,0.04,0.0715,0,0.245
285_1MQ8.B,0.021,0.22,0.04506,0,0.21
286_1MQ8.B,0.024,0.19,0.16727999999999998,0,0.24
287_1MQ8.B,0.021,0.07,0.21094000000000002,0,0.335
288_1MQ8.B,0.024,0.39,0.22364,0,0.245
289_1MQ8.B,0.061,0.21,0.04819,0,0.165
290_1MQ8.B,0.013999999999999999,0.06,0.11047,0,0.095
291_1MQ8.B,0.013999999999999999,0.01,0.03027,0,0.03
292_1MQ8.B,0.0,0.0,0.0044399999999999995,0,0.01
293_1MQ8.B,0.0,0.01,0.0381,0,0.035
294_1MQ8.B,0.013999999999999999,0.01,0.10125,0,0.075
295_1MQ8.B,0.0,0.07,0.038189999999999995,0,0.05
296_1MQ8.B,0.0,0.04,0.04923,0,0.035
297_1MQ8.B,0.0,0.04,0.03506,0,0.06
298_1MQ8.B,0.0,0.0,0.00252,0,0.05
299_1MQ8.B,0.0,0.0,0.07037,0,0.085
300_1MQ8.B,0.0,0.01,0.10586,0,0.09
301_1MQ8.B,0.0,0.01,0.049760000000000006,0,0.06
302_1MQ8.B,0.0,0.0,0.0026100000000000003,0,0.03
303_1MQ8.B,0.0,0.01,0.11377999999999999,0,0.135
304_1MQ8.B,0.0,0.01,0.06785,0,0.22
305_1MQ8.B,0.0,0.01,0.1063,0,0.165
306_1MQ8.B,0.0,0.06,0.12290999999999999,0,0.17
3_1MSP.A,0.166,0.12,0.6208899999999999,0,0.38
4_1MSP.A,0.11199999999999999,0.07,0.42166000000000003,0,0.29
5_1MSP.A,0.121,0.06,0.6914100000000001,0,0.34
6_1MSP.A,0.0,0.0,0.33764,0,0.115
7_1MSP.A,0.0,0.01,0.23581,0,0.12
8_1MSP.A,0.0,0.01,0.36489,0,0.17
9_1MSP.A,0.0,0.0,0.07612999999999999,0,0.05
10_1MSP.A,0.0,0.01,0.14605,0,0.055
11_1MSP.A,0.0,0.0,0.07876,0,0.055
12_1MSP.A,0.0,0.03,0.59651,1,0.13
13_1MSP.A,0.0,0.05,0.60129,1,0.09
14_1MSP.A,0.0,0.08,0.34481,1,0.055
15_1MSP.A,0.0,0.04,0.36202,0,0.125
16_1MSP.A,0.0,0.06,0.42691999999999997,1,0.12
17_1MSP.A,0.0,0.0,0.40935,0,0.11
18_1MSP.A,0.051,0.04,0.66368,1,0.15
19_1MSP.A,0.0,0.0,0.16577,0,0.04
20_1MSP.A,0.013999999999999999,0.08,0.87116,1,0.25
21_1MSP.A,0.04,0.06,0.48835,1,0.13
22_1MSP.A,0.035,0.03,0.50341,1,0.21
23_1MSP.A,0.016,0.0,0.16422,0,0.21
24_1MSP.A,0.009000000000000001,0.01,0.17999,1,0.16
25_1MSP.A,0.009000000000000001,0.01,0.24931,0,0.105
26_1MSP.A,0.085,0.03,0.2523,0,0.2
27_1MSP.A,0.009000000000000001,0.0,0.42225,0,0.175
28_1MSP.A,0.0,0.06,0.57416,0,0.3
29_1MSP.A,0.051,0.03,0.8788100000000001,1,0.25
30_1MSP.A,0.0,0.03,0.80495,0,0.345
31_1MSP.A,0.0,0.0,0.22601,0,0.03
32_1MSP.A,0.0,0.05,0.38186,0,0.095
33_1MSP.A,0.0,0.0,0.0019100000000000002,0,0.0
34_1MSP.A,0.0,0.01,0.03645,0,0.03
35_1MSP.A,0.0,0.0,0.013859999999999999,0,0.025
36_1MSP.A,0.0,0.01,0.12119,0,0.03
37_1MSP.A,0.0,0.0,0.14223,0,0.055
38_1MSP.A,0.0,0.01,0.18967,0,0.135
39_1MSP.A,0.0,0.02,0.1776,0,0.275
40_1MSP.A,0.0,0.02,0.09179,0,0.045
41_1MSP.A,0.0,0.0,0.00418,0,0.005
42_1MSP.A,0.0,0.0,0.00036,0,0.0
43_1MSP.A,0.0,0.0,0.10267000000000001,0,0.05
44_1MSP.A,0.18600000000000003,0.03,0.16063,0,0.14
45_1MSP.A,0.0,0.01,0.16971,0,0.15
46_1MSP.A,0.0,0.04,0.32473,0,0.225
47_1MSP.A,0.0,0.01,0.16398,0,0.09
48_1MSP.A,0.0,0.01,0.12968,0,0.105
49_1MSP.A,0.0,0.02,0.08317999999999999,0,0.075
50_1MSP.A,0.0,0.03,0.20856,0,0.16
51_1MSP.A,0.0,0.07,0.15131,0,0.15
52_1MSP.A,0.0,0.0,0.03418,0,0.07
53_1MSP.A,0.0,0.0,0.09012,0,0.1
54_1MSP.A,0.0,0.02,0.15345999999999999,0,0.115
55_1MSP.A,0.0,0.02,0.14975,0,0.12
56_1MSP.A,0.0,0.09,0.31517,0,0.2
57_1MSP.A,0.0,0.26,0.23831999999999998,0,0.16
58_1MSP.A,0.051,0.11,0.3472,0,0.375
59_1MSP.A,0.111,0.09,0.39823000000000003,0,0.29
60_1MSP.A,0.052000000000000005,0.02,0.20139,0,0.105
61_1MSP.A,0.0,0.0,0.13852,0,0.06
62_1MSP.A,0.0,0.0,0.06477999999999999,0,0.045
63_1MSP.A,0.0,0.03,0.06609,0,0.03
64_1MSP.A,0.0,0.02,0.07231,0,0.035
65_1MSP.A,0.0,0.03,0.13721,0,0.065
66_1MSP.A,0.0,0.02,0.13660999999999998,0,0.03
67_1MSP.A,0.0,0.02,0.16899999999999998,0,0.085
68_1MSP.A,0.0,0.05,0.14975,0,0.105
69_1MSP.A,0.0,0.11,0.47628000000000004,0,0.22
70_1MSP.A,0.0,0.0,0.05068,0,0.035
71_1MSP.A,0.0,0.4,0.09537000000000001,0,0.095
72_1MSP.A,0.0,0.0,0.00717,0,0.0
73_1MSP.A,0.0,0.0,0.04828,0,0.035
74_1MSP.A,0.0,0.0,0.02008,0,0.03
75_1MSP.A,0.0,0.07,0.08211,0,0.05
76_1MSP.A,0.009000000000000001,0.08,0.04243,0,0.11
77_1MSP.A,0.009000000000000001,0.09,0.05426,0,0.18
78_1MSP.A,0.009000000000000001,0.16,0.0551,0,0.19
79_1MSP.A,0.0,0.13,0.11150999999999998,0,0.125
80_1MSP.A,0.0,0.09,0.1249,0,0.125
81_1MSP.A,0.0,0.12,0.07553,0,0.145
82_1MSP.A,0.0,0.05,0.07972,0,0.17
83_1MSP.A,0.0,0.03,0.10457999999999999,0,0.12
84_1MSP.A,0.0,0.02,0.11377999999999999,0,0.135
85_1MSP.A,0.0,0.06,0.12500999999999998,0,0.145
86_1MSP.A,0.0,0.01,0.15358,0,0.15
87_1MSP.A,0.0,0.0,0.0306,0,0.02
88_1MSP.A,0.0,0.02,0.25063,0,0.1
89_1MSP.A,0.0,0.0,0.00251,0,0.0
90_1MSP.A,0.0,0.02,0.11091,0,0.085
91_1MSP.A,0.0,0.0,0.00215,0,0.0
92_1MSP.A,0.024,0.01,0.38437,0,0.205
93_1MSP.A,0.0,0.0,0.10984000000000001,0,0.03
94_1MSP.A,0.075,0.0,0.06741,0,0.205
95_1MSP.A,0.0,0.04,0.09514,0,0.245
96_1MSP.A,0.085,0.08,0.05546,0,0.19
97_1MSP.A,0.0,0.29,0.10195,0,0.135
98_1MSP.A,0.0,0.12,0.18932000000000002,0,0.19
99_1MSP.A,0.0,0.05,0.14617,0,0.115
100_1MSP.A,0.0,0.02,0.12561,0,0.135
101_1MSP.A,0.0,0.04,0.15908,0,0.105
102_1MSP.A,0.0,0.19,0.26473,0,0.09
103_1MSP.A,0.051,0.19,0.41591999999999996,0,0.265
104_1MSP.A,0.126,0.75,0.40265,0,0.235
105_1MSP.A,0.295,0.43,0.31911,0,0.24
106_1MSP.A,0.494,0.34,0.32771999999999996,0,0.25
107_1MSP.A,0.494,0.21,0.26736,0,0.14
108_1MSP.A,0.925,0.07,0.17318,0,0.25
109_1MSP.A,0.966,0.1,0.59197,0,0.295
110_1MSP.A,1.0,0.96,0.6733600000000001,0,0.21
111_1MSP.A,1.0,0.97,0.55599,0,0.255
112_1MSP.A,0.6990000000000001,0.66,0.6969,0,0.32
113_1MSP.A,0.428,0.98,0.80495,0,0.42
114_1MSP.A,0.245,0.96,1.0,0,0.415
115_1MSP.A,0.141,0.52,0.7963399999999999,0,0.31
116_1MSP.A,0.11199999999999999,0.24,0.66762,0,0.26
117_1MSP.A,0.11199999999999999,0.17,0.83363,0,0.31
118_1MSP.A,0.0,0.12,0.21979,0,0.13
119_1MSP.A,0.0,0.07,0.33835,0,0.13
120_1MSP.A,0.0,0.0,0.01709,0,0.0
121_1MSP.A,0.0,0.09,0.10972,0,0.06
122_1MSP.A,0.0,0.0,0.0343,0,0.05
123_1MSP.A,0.024,0.51,0.26294,0,0.09
124_1MSP.A,0.009000000000000001,0.0,0.13147,0,0.125
125_1MSP.A,0.075,0.51,0.53364,1,0.19
126_1MSP.A,0.084,0.5,0.37182,1,0.165
67_1NSE.A,0.0,0.94,0.16687000000000002,0,0.495
68_1NSE.A,0.0,0.87,0.14670999999999998,0,0.445
69_1NSE.A,0.0,0.96,0.11756,0,0.375
70_1NSE.A,0.131,0.98,0.14285,0,0.445
71_1NSE.A,0.179,0.78,0.11216,0,0.42
72_1NSE.A,0.255,0.96,0.37489,1,0.55
73_1NSE.A,0.171,0.0,0.06995,0,0.18
74_1NSE.A,0.278,0.76,0.43478999999999995,0,0.49
75_1NSE.A,0.0,0.0,0.01636,0,0.105
76_1NSE.A,0.455,0.98,0.97135,1,0.635
77_1NSE.A,1.0,0.86,0.19489,1,0.405
78_1NSE.A,0.131,0.99,0.08076,0,0.3
79_1NSE.A,0.14300000000000002,0.7,0.12838,0,0.315
80_1NSE.A,0.032,0.58,0.04972,0,0.19
81_1NSE.A,0.507,0.96,0.13112000000000001,0,0.325
82_1NSE.A,0.13,0.28,0.04045,0,0.195
83_1NSE.A,0.27399999999999997,0.98,0.16567,0,0.345
84_1NSE.A,0.0,0.0,0.00688,0,0.105
85_1NSE.A,0.0,0.78,0.0571,0,0.275
86_1NSE.A,0.0,0.0,0.0151,0,0.035
87_1NSE.A,0.0,0.83,0.0224,0,0.21
88_1NSE.A,0.0,0.37,0.02872,0,0.125
89_1NSE.A,0.0,0.09,0.0342,0,0.125
90_1NSE.A,0.0,0.07,0.01278,1,0.11
91_1NSE.A,0.0,0.18,0.01671,0,0.13
92_1NSE.A,0.0,0.23,0.00899,0,0.09
93_1NSE.A,0.0,0.12,0.01728,1,0.305
94_1NSE.A,0.0,0.97,0.01039,1,0.235
95_1NSE.A,0.0,0.99,0.0085,0,0.365
96_1NSE.A,0.217,0.89,0.0953,1,0.5
97_1NSE.A,0.079,0.96,0.13785999999999998,1,0.53
98_1NSE.A,0.131,0.96,0.28822,1,0.55
99_1NSE.A,0.131,0.93,0.34546,1,0.53
100_1NSE.A,0.217,0.97,0.38816,1,0.52
101_1NSE.A,0.061,0.78,0.61563,1,0.65
102_1NSE.A,0.11599999999999999,0.94,0.21764,0,0.62
103_1NSE.A,0.13,0.98,0.29328000000000004,0,0.415
104_1NSE.A,0.217,0.99,0.56886,1,0.605
105_1NSE.A,0.19399999999999998,0.8,0.23604,1,0.525
106_1NSE.A,0.0,0.99,0.12473,1,0.615
107_1NSE.A,0.131,0.8,0.07374,0,0.59
108_1NSE.A,0.0,0.0,0.03034,0,0.3
109_1NSE.A,0.0,0.81,0.07367,0,0.38
110_1NSE.A,0.0,0.16,0.011940000000000001,0,0.3
111_1NSE.A,0.0,0.07,0.00049,0,0.345
112_1NSE.A,0.0,0.09,0.02535,0,0.28
113_1NSE.A,0.0,0.06,0.0014,0,0.115
114_1NSE.A,0.0,0.1,0.05555,0,0.265
115_1NSE.A,0.0,0.06,0.029710000000000004,0,0.105
116_1NSE.A,0.0,0.02,0.018609999999999998,0,0.2
117_1NSE.A,0.0,0.02,0.0361,0,0.17
118_1NSE.A,0.0,0.01,0.02493,0,0.11
119_1NSE.A,0.0,0.02,0.021840000000000002,0,0.12
120_1NSE.A,0.0,0.02,0.00836,0,0.075
121_1NSE.A,0.0,0.04,0.01292,0,0.15
122_1NSE.A,0.0,0.02,0.00513,0,0.065
123_1NSE.A,0.0,0.02,0.00997,0,0.135
124_1NSE.A,0.0,0.03,0.00716,0,0.055
125_1NSE.A,0.0,0.0,0.00063,0,0.005
126_1NSE.A,0.0,0.0,0.00035,0,0.035
127_1NSE.A,0.0,0.05,0.0066,0,0.06
128_1NSE.A,0.0,0.02,0.00337,0,0.03
129_1NSE.A,0.0,0.0,0.0,0,0.0
130_1NSE.A,0.0,0.03,0.00829,0,0.13
131_1NSE.A,0.0,0.02,0.01201,0,0.06
132_1NSE.A,0.0,0.0,0.00021,0,0.025
133_1NSE.A,0.0,0.0,0.0,0,0.0
134_1NSE.A,0.0,0.01,0.015519999999999999,0,0.06
135_1NSE.A,0.0,0.01,0.011590000000000001,0,0.055
136_1NSE.A,0.0,0.0,0.06377000000000001,0,0.155
137_1NSE.A,0.0,0.0,0.02121,0,0.15
138_1NSE.A,0.0,0.01,0.026760000000000003,0,0.04
139_1NSE.A,0.0,0.03,0.0663,0,0.19
140_1NSE.A,0.0,0.03,0.07901,0,0.29
141_1NSE.A,0.0,0.17,0.07977999999999999,0,0.28
142_1NSE.A,0.0,0.04,0.06293,0,0.29
143_1NSE.A,0.0,0.02,0.025,0,0.13
144_1NSE.A,0.0,0.04,0.015309999999999999,0,0.09
145_1NSE.A,0.0,0.04,0.012709999999999999,0,0.15
146_1NSE.A,0.0,0.05,0.01917,0,0.09
147_1NSE.A,0.0,0.03,0.01517,0,0.115
148_1NSE.A,0.0,0.0,0.00864,0,0.03
149_1NSE.A,0.0,0.02,0.00955,0,0.045
150_1NSE.A,0.0,0.02,0.00836,0,0.055
151_1NSE.A,0.0,0.0,0.00302,0,0.045
152_1NSE.A,0.0,0.0,0.00309,0,0.045
153_1NSE.A,0.0,0.02,0.00183,0,0.07
154_1NSE.A,0.0,0.02,0.00632,0,0.04
155_1NSE.A,0.0,0.0,7e-05,0,0.02
156_1NSE.A,0.0,0.02,0.00232,0,0.065
157_1NSE.A,0.0,0.1,0.00126,0,0.085
158_1NSE.A,0.0,0.04,0.004070000000000001,0,0.035
159_1NSE.A,0.0,0.0,0.0021100000000000003,0,0.025
160_1NSE.A,0.0,0.3,0.00414,0,0.035
161_1NSE.A,0.0,0.36,0.00744,0,0.1
162_1NSE.A,0.0,0.1,0.00913,0,0.035
163_1NSE.A,0.0,0.07,0.007090000000000001,0,0.035
164_1NSE.A,0.0,0.0,0.00288,0,0.065
165_1NSE.A,0.0,0.0,0.00056,0,0.02
166_1NSE.A,0.0,0.15,0.00499,0,0.09
167_1NSE.A,0.0,0.0,0.0023899999999999998,0,0.12
168_1NSE.A,0.0,0.08,0.02486,0,0.2
169_1NSE.A,0.0,0.4,0.10962999999999999,0,0.305
170_1NSE.A,0.0,0.09,0.071,0,0.26
171_1NSE.A,0.0,0.0,0.00716,0,0.04
172_1NSE.A,0.0,0.0,0.00119,0,0.005
173_1NSE.A,0.0,0.07,0.06377000000000001,0,0.19
174_1NSE.A,0.0,0.0,0.051829999999999994,0,0.185
175_1NSE.A,0.0,0.0,7e-05,0,0.0
176_1NSE.A,0.0,0.0,0.0,0,0.0
177_1NSE.A,0.0,0.08,0.07998999999999999,0,0.2
178_1NSE.A,0.0,0.0,0.01714,0,0.075
179_1NSE.A,0.0,0.0,0.0,0,0.01
180_1NSE.A,0.0,0.0,0.00056,0,0.23
181_1NSE.A,0.0,0.0,0.03413,0,0.065
182_1NSE.A,0.0,0.0,0.00028,0,0.025
183_1NSE.A,0.0,0.06,0.0,0,0.135
184_1NSE.A,0.0,0.29,0.00014,0,0.295
185_1NSE.A,0.0,0.96,0.01756,0,0.49
186_1NSE.A,0.0,0.71,0.0,0,0.315
187_1NSE.A,0.0,0.0,0.00084,0,0.225
188_1NSE.A,0.0,0.56,0.0020399999999999997,0,0.27
189_1NSE.A,0.0,0.0,0.00091,0,0.0
190_1NSE.A,0.0,0.38,0.04122,0,0.21
191_1NSE.A,0.0,0.15,0.03996,0,0.295
192_1NSE.A,0.0,0.1,0.0611,0,0.185
193_1NSE.A,0.0,0.07,0.07121,0,0.15
194_1NSE.A,0.0,0.06,0.09298,0,0.225
195_1NSE.A,0.0,0.0,0.047189999999999996,0,0.06
196_1NSE.A,0.0,0.04,0.12922,0,0.26
197_1NSE.A,0.0,0.0,0.06502999999999999,0,0.13
198_1NSE.A,0.0,0.14,0.11925,0,0.175
199_1NSE.A,0.0,0.07,0.07908,0,0.115
200_1NSE.A,0.0,0.0,0.010320000000000001,0,0.0
201_1NSE.A,0.0,0.02,0.01355,0,0.085
202_1NSE.A,0.0,0.12,0.07795,0,0.085
203_1NSE.A,0.0,0.0,0.00351,0,0.045
204_1NSE.A,0.0,0.02,0.023530000000000002,0,0.04
205_1NSE.A,0.0,0.01,0.030969999999999998,0,0.04
206_1NSE.A,0.0,0.0,0.006670000000000001,0,0.015
207_1NSE.A,0.0,0.02,0.13512000000000002,0,0.13
208_1NSE.A,0.0,0.02,0.07409,0,0.06
209_1NSE.A,0.0,0.0,0.0,0,0.0
210_1NSE.A,0.0,0.0,0.11054000000000001,0,0.175
211_1NSE.A,0.0,0.05,0.10268,0,0.16
212_1NSE.A,0.0,0.05,0.09959,0,0.235
213_1NSE.A,0.0,0.0,0.0,0,0.0
214_1NSE.A,0.0,0.0,0.04115,0,0.135
215_1NSE.A,0.0,0.12,0.11517999999999999,0,0.21
216_1NSE.A,0.0,0.0,0.01924,0,0.05
217_1NSE.A,0.0,0.0,0.00049,0,0.0
218_1NSE.A,0.0,0.31,0.10260999999999999,0,0.18
219_1NSE.A,0.0,0.23,0.14299,0,0.28
220_1NSE.A,0.0,0.0,0.00028,0,0.0
221_1NSE.A,0.0,0.0,0.0019,0,0.085
222_1NSE.A,0.0,0.74,0.06398,0,0.225
223_1NSE.A,0.0,0.96,0.0736,0,0.275
224_1NSE.A,0.0,0.0,0.01103,0,0.04
225_1NSE.A,0.0,0.46,0.04888,0,0.155
226_1NSE.A,0.0,0.0,0.01545,0,0.02
227_1NSE.A,0.0,0.69,0.11195,0,0.305
228_1NSE.A,0.0,0.0,0.00927,0,0.17
229_1NSE.A,0.0,0.0,0.00042,0,0.0
230_1NSE.A,0.0,0.0,7e-05,0,0.0
231_1NSE.A,0.0,0.0,0.00808,0,0.01
232_1NSE.A,0.0,0.0,0.0,0,0.0
233_1NSE.A,0.0,0.0,7e-05,0,0.0
234_1NSE.A,0.0,0.0,0.0014,0,0.05
235_1NSE.A,0.0,0.0,0.00105,0,0.025
236_1NSE.A,0.0,0.0,0.0085,0,0.02
237_1NSE.A,0.0,0.11,0.00997,0,0.13
238_1NSE.A,0.0,0.04,0.0165,0,0.095
239_1NSE.A,0.0,0.01,0.02135,0,0.13
240_1NSE.A,0.0,0.02,0.02079,0,0.095
241_1NSE.A,0.0,0.01,0.01468,0,0.06
242_1NSE.A,0.0,0.04,0.01257,0,0.065
243_1NSE.A,0.0,0.0,0.00133,0,0.025
244_1NSE.A,0.0,0.0,0.006529999999999999,0,0.04
245_1NSE.A,0.0,0.0,0.00021,0,0.005
246_1NSE.A,0.013999999999999999,0.0,0.02072,0,0.165
247_1NSE.A,0.0,0.0,0.00098,0,0.01
248_1NSE.A,0.0,0.08,0.00864,0,0.485
249_1NSE.A,0.0,0.79,0.00091,0,0.22
250_1NSE.A,0.0,0.0,7e-05,0,0.01
251_1NSE.A,0.0,0.0,7e-05,0,0.0
252_1NSE.A,0.0,0.0,0.0033,0,0.06
253_1NSE.A,0.0,0.0,0.00414,0,0.005
254_1NSE.A,0.0,0.0,0.00049,0,0.0
255_1NSE.A,0.0,0.0,0.00155,0,0.0
256_1NSE.A,0.0,0.0,0.01222,0,0.09
257_1NSE.A,0.0,0.22,0.04523,0,0.26
258_1NSE.A,0.0,0.77,0.019030000000000002,0,0.14
259_1NSE.A,0.0,0.42,0.02072,0,0.22
260_1NSE.A,0.0,0.32,0.02304,0,0.245
261_1NSE.A,0.0,0.32,0.023459999999999998,0,0.13
262_1NSE.A,0.0,0.59,0.01615,0,0.145
263_1NSE.A,0.0,0.33,0.01264,0,0.165
264_1NSE.A,0.0,0.38,0.03708,0,0.18
265_1NSE.A,0.0,0.0,0.00176,0,0.09
266_1NSE.A,0.0,0.0,0.00098,0,0.005
267_1NSE.A,0.0,0.29,0.02535,0,0.145
268_1NSE.A,0.0,0.48,0.0269,0,0.245
269_1NSE.A,0.0,0.0,0.00744,0,0.05
270_1NSE.A,0.0,0.0,0.018680000000000002,0,0.08
271_1NSE.A,0.0,0.78,0.05864,0,0.34
272_1NSE.A,0.0,0.0,0.00527,0,0.145
273_1NSE.A,0.0,0.0,0.00119,0,0.03
274_1NSE.A,0.0,0.18,0.02374,0,0.155
275_1NSE.A,0.0,0.0,0.0151,0,0.15
276_1NSE.A,0.0,0.0,0.00056,0,0.0
277_1NSE.A,0.0,0.12,0.030969999999999998,0,0.21
278_1NSE.A,0.0,0.1,0.05295,0,0.225
279_1NSE.A,0.0,0.11,0.07887000000000001,0,0.19
