residue	predus	ispred	dockpred	annotated	rfscore	logreg
406_1NSE.A	0.0	0.17	0.01868	1	0.018679	0.025
421_1NSE.A	0.0	0.96	0.02304	1	0.273657	0.208309
422_1NSE.A	0.0	0.0	0.00639	1	0.009798	0.014252
423_1NSE.A	0.0	0.85	0.0309	1	0.170708	0.167184
448_1NSE.A	0.217	0.96	0.39483	1	0.579662	0.767416
453_1NSE.A	0.079	0.97	0.23738	1	0.435394	0.528724
455_1NSE.A	0.079	0.95	0.20676	1	0.443481	0.465754
456_1NSE.A	0.217	0.98	0.31119	1	0.64177	0.673086
457_1NSE.A	0.194	0.98	0.61964	1	0.553659	0.934487
462_1NSE.A	0.194	0.95	1.0	1	0.613608	0.993172
463_1NSE.A	0.194	0.98	0.66971	1	0.482157	0.951429
465_1NSE.A	0.091	0.96	0.76592	1	0.416591	0.969044
466_1NSE.A	0.081	0.97	0.24412	1	0.440807	0.539746
468_1NSE.A	0.079	0.94	0.07824	1	0.241595	0.272796
469_1NSE.A	0.0	0.0	0.01278	1	0.013691	0.014832
205_1OFU.A	0.0	0.51	0.53484	1	0.236579	0.119582
206_1OFU.A	0.0	0.98	0.66676	1	0.571037	0.311916
207_1OFU.A	0.0	0.98	0.67286	1	0.571658	0.316172
208_1OFU.A	0.0	0.97	0.38912	1	0.476753	0.153536
210_1OFU.A	0.0	0.87	0.19363	1	0.332296	0.075444
269_1OFU.A	0.317	0.57	0.36101	1	0.284309	0.131604
270_1OFU.A	0.616	0.34	0.16039	1	0.265236	0.084974
271_1OFU.A	0.468	0.07	0.36304	1	0.204476	0.080566
272_1OFU.A	0.698	0.07	0.32387	1	0.192795	0.104747
273_1OFU.A	0.698	0.98	0.58665	1	0.532308	0.552749
276_1OFU.A	0.468	0.87	0.43519	1	0.50907	0.293816
304_1OFU.A	0.024	0.12	0.14014	1	0.032784	0.020291
6_1ONE.A	0.133	0.72	0.45022	1	0.234831	0.75301
8_1ONE.A	0.246	0.95	0.52047	1	0.512252	0.895009
10_1ONE.A	0.108	0.95	0.47432	1	0.403551	0.915384
11_1ONE.A	0.121	0.96	1.0	1	0.52582	0.997552
12_1ONE.A	0.108	0.0	0.1778	1	0.059806	0.02197
13_1ONE.A	0.18	0.97	0.18671	1	0.390661	0.546539
14_1ONE.A	0.122	0.98	0.32434	1	0.390403	0.804863
15_1ONE.A	0.108	0.96	0.56951	1	0.406295	0.956203
16_1ONE.A	0.266	0.0	0.21906	1	0.287633	0.015538
20_1ONE.A	0.073	0.0	0.14875	1	0.045373	0.020725
31_1ONE.A	0.126	0.96	0.19784	1	0.37383	0.607904
55_1ONE.A	0.364	0.87	0.65594	1	0.529891	0.905191
56_1ONE.A	1.0	0.97	0.98233	1	0.772867	0.915232
161_1ONE.A	0.0	0.99	0.08581	1	0.63807	0.575084
183_1ONE.A	0.0	0.0	0.00577	1	0.007434	0.010457
184_1ONE.A	0.0	0.98	0.007	1	0.262026	0.428933
188_1ONE.A	0.0	0.98	0.00469	1	0.284553	0.425021
191_1ONE.A	0.0	0.98	0.01947	1	0.261756	0.450189
203_1ONE.A	0.0	0.86	0.04198	1	0.159689	0.36235
204_1ONE.A	0.0	0.97	0.09055	1	0.287881	0.561828
207_1ONE.A	0.0	0.98	0.12609	1	0.333955	0.631338
208_1ONE.A	0.0	0.94	0.10523	1	0.317534	0.554758
215_1ONE.A	0.0	0.98	0.02787	1	0.257853	0.464616
217_1ONE.A	0.0	0.82	0.05563	1	0.164953	0.344253
379_1ONE.A	0.0	0.98	0.26459	1	0.556124	0.817046
400_1ONE.A	0.0	0.0	0.01205	1	0.013715	0.010916
401_1ONE.A	0.0	0.64	0.0221	1	0.076864	0.160027
402_1ONE.A	0.0	0.98	0.15061	1	0.339898	0.669883
403_1ONE.A	0.0	0.97	0.08885	1	0.288505	0.55893
404_1ONE.A	0.0	0.0	0.05841	1	0.036636	0.014984
406_1ONE.A	0.0	0.95	0.0206	1	0.22256	0.420103
410_1ONE.A	0.0	0.99	0.02524	1	0.212617	0.470894
414_1ONE.A	0.0	0.98	0.04023	1	0.24242	0.485945
417_1ONE.A	0.0	0.98	0.0136	1	0.251632	0.440155
1_1PDK.A	0.183	0.01	0.1685	1	0.076224	0.10113
4_1PDK.A	0.241	0.0	0.08516	1	0.107636	0.161696
8_1PDK.A	0.399	0.0	0.13657	1	0.209943	0.282989
26_1PDK.A	0.0	0.01	0.21701	1	0.040303	0.034002
31_1PDK.A	0.0	0.0	0.26346	1	0.099861	0.028518
91_1PDK.A	0.241	0.96	0.48155	1	0.568145	0.696606
92_1PDK.A	0.355	0.0	0.14237	1	0.159294	0.233077
99_1PDK.A	0.0	0.97	0.33966	1	0.447035	0.493265
100_1PDK.A	0.241	0.95	0.18628	1	0.403064	0.845785
101_1PDK.A	0.399	0.98	0.36712	1	0.548144	0.894248
102_1PDK.A	0.885	0.98	0.48821	1	0.588972	0.988471
103_1PDK.A	1.0	0.96	0.68683	1	0.598084	0.987859
104_1PDK.A	1.0	0.97	0.59151	1	0.593445	0.99126
105_1PDK.A	0.525	0.97	0.66626	1	0.618213	0.866739
106_1PDK.A	0.398	0.95	0.44285	1	0.554424	0.855772
107_1PDK.A	0.355	0.98	0.45615	1	0.543818	0.834416
108_1PDK.A	0.355	0.98	0.3866	1	0.540215	0.861931
109_1PDK.A	0.0	0.88	0.18036	1	0.398112	0.529207
110_1PDK.A	0.0	0.98	0.25451	1	0.525891	0.568021
112_1PDK.A	0.0	0.93	0.10742	1	0.278579	0.63045
152_1PDK.A	0.0	0.0	0.03133	1	0.018403	0.0566
154_1PDK.A	0.0	0.0	0.06302	1	0.032788	0.051609
163_1PDK.A	0.0	0.0	0.0173	1	0.017241	0.058952
164_1PDK.A	0.0	0.14	0.35297	1	0.166477	0.036802
165_1PDK.A	0.0	0.24	0.13596	1	0.0691	0.09874
166_1PDK.A	0.0	0.18	0.05782	1	0.041689	0.099591
170_1PDK.A	0.0	0.97	0.18205	1	0.483159	0.612634
200_1PDK.A	0.525	0.06	0.52014	1	0.280538	0.2346
5_1PNK.A	0.0	0.64	0.00651	1	0.060821	0.321644
6_1PNK.A	0.0	0.79	0.00812	1	0.116254	0.404273
7_1PNK.A	0.0	0.91	0.00651	1	0.198742	0.474263
9_1PNK.A	0.259	0.95	0.00462	1	0.706399	0.670173
10_1PNK.A	0.428	0.98	0.0257	1	0.21983	0.779854
11_1PNK.A	0.428	0.98	0.05527	1	0.342368	0.783634
12_1PNK.A	0.64	0.95	0.35369	1	0.57291	0.883594
13_1PNK.A	0.565	0.98	0.26105	1	0.558475	0.860688
14_1PNK.A	0.565	0.97	0.5135	1	0.616962	0.879355
15_1PNK.A	0.565	0.93	0.16642	1	0.432574	0.836307
16_1PNK.A	0.917	0.99	0.89386	1	0.599841	0.964256
17_1PNK.A	1.0	0.94	0.50419	1	0.602244	0.957468
18_1PNK.A	0.64	0.99	0.62039	1	0.545189	0.910685
19_1PNK.A	0.917	0.84	0.39171	1	0.535665	0.928336
20_1PNK.A	0.525	0.99	0.27476	1	0.637289	0.85122
21_1PNK.A	0.428	0.97	0.11727	1	0.340028	0.787446
23_1PNK.A	0.241	0.64	0.06216	1	0.110574	0.490924
25_1PNK.A	0.0	0.98	0.01059	1	0.266496	0.516687
26_1PNK.A	0.0	0.95	0.00785	1	0.214534	0.498314
27_1PNK.A	0.398	0.98	0.45596	1	0.559358	0.818171
31_1PNK.A	0.565	0.99	0.99597	1	0.811949	0.916482
33_1PNK.A	0.0	0.0	0.00656	1	0.009132	0.093571
34_1PNK.A	0.0	0.0	0.1441	1	0.04746	0.102686
38_1PNK.A	0.241	0.93	0.18943	1	0.321438	0.679153
39_1PNK.A	0.0	0.98	0.63426	1	0.581783	0.63043
42_1PNK.A	0.0	0.97	0.45381	1	0.478553	0.592676
45_1PNK.A	0.0	0.85	0.15023	1	0.259136	0.465484
49_1PNK.A	0.0	0.9	0.13749	1	0.308639	0.49282
55_1PNK.A	0.0	0.96	0.00328	1	0.232963	0.503413
56_1PNK.A	0.0	0.98	0.0043	1	0.276869	0.51551
60_1PNK.A	0.0	0.8	0.02662	1	0.13855	0.41338
65_1PNK.A	0.0	0.93	0.14878	1	0.354001	0.512798
66_1PNK.A	0.0	0.0	0.0007	1	0.004089	0.0932
67_1PNK.A	0.0	0.96	0.00543	1	0.22101	0.503816
70_1PNK.A	0.0	0.94	0.00936	1	0.193805	0.492641
71_1PNK.A	0.0	0.98	0.01812	1	0.26412	0.518096
72_1PNK.A	0.0	0.94	0.02108	1	0.191692	0.494836
73_1PNK.A	0.0	0.98	0.01624	1	0.274714	0.517744
74_1PNK.A	0.0	0.99	0.02398	1	0.217112	0.525136
75_1PNK.A	0.0	0.71	0.00645	1	0.040957	0.359043
81_1PNK.A	0.0	0.95	0.11754	1	0.278058	0.518851
85_1PNK.A	0.0	0.97	0.10076	1	0.306338	0.5276
88_1PNK.A	0.0	0.58	0.29847	1	0.235839	0.338406
89_1PNK.A	0.0	0.94	0.30035	1	0.393746	0.547008
91_1PNK.A	0.0	0.8	0.00731	1	0.133485	0.409876
96_1PNK.A	0.241	0.0	0.57952	1	0.214882	0.236264
115_1PNK.A	0.0	0.0	0.00323	1	0.005236	0.09336
116_1PNK.A	0.0	0.15	0.00866	1	0.020681	0.128769
117_1PNK.A	0.0	0.7	0.05361	1	0.061197	0.361697
118_1PNK.A	0.0	0.79	0.12292	1	0.226337	0.425147
141_1PNK.A	0.183	0.96	0.56194	1	0.573717	0.719027
145_1PNK.A	0.0	0.86	0.63996	1	0.386438	0.562785
146_1PNK.A	0.259	0.96	0.8709	1	0.683265	0.799289
147_1PNK.A	0.0	0.98	0.31374	1	0.465233	0.572953
148_1PNK.A	0.0	0.98	0.06022	1	0.271772	0.525966
150_1PNK.A	0.0	0.96	0.04974	1	0.262796	0.512113
151_1PNK.A	0.0	0.96	0.04624	1	0.26238	0.511458
152_1PNK.A	0.259	0.98	0.02398	1	0.316167	0.68889
155_1PNK.A	0.259	0.94	0.02436	1	0.373604	0.668173
156_1PNK.A	0.259	0.99	0.00764	1	0.26891	0.691367
158_1PNK.A	0.0	0.86	0.02291	1	0.12821	0.447727
161_1PNK.A	0.0	0.75	0.00548	1	0.114378	0.381082
166_1PNK.A	0.241	0.67	0.01887	1	0.118279	0.500681
170_1PNK.A	0.0	0.72	0.0085	1	0.060155	0.3649
172_1PNK.A	0.241	0.7	0.00699	1	0.39039	0.516316
176_1PNK.A	0.0	0.86	0.01022	1	0.118012	0.445377
177_1PNK.A	0.0	0.91	0.03764	1	0.199286	0.480082
178_1PNK.A	0.0	0.98	0.06167	1	0.27421	0.526237
179_1PNK.A	0.0	0.95	0.07834	1	0.285917	0.511515
180_1PNK.A	0.355	0.95	0.09345	1	0.319958	0.739178
182_1PNK.A	0.382	0.98	0.04334	1	0.230456	0.7596
183_1PNK.A	0.0	0.98	0.06092	1	0.27421	0.526097
186_1PNK.A	0.0	0.98	0.0685	1	0.277093	0.527513
187_1PNK.A	0.0	0.93	0.15066	1	0.354001	0.51315
188_1PNK.A	0.0	0.97	0.14679	1	0.319698	0.536187
189_1PNK.A	0.0	0.95	0.4779	1	0.416109	0.585512
190_1PNK.A	0.0	0.98	0.23798	1	0.522523	0.55901
193_1PNK.A	0.0	0.89	0.01925	1	0.140022	0.464775
194_1PNK.A	0.0	0.96	0.10679	1	0.340263	0.522786
195_1PNK.A	0.0	0.93	0.08442	1	0.276889	0.500745
6_1PP2.L	0.0	0.97	0.24243	1	0.514192	0.251142
19_1PP2.L	0.055	0.87	0.64384	1	0.230419	0.692483
23_1PP2.L	0.281	0.96	0.48186	1	0.50701	0.267387
29_1PP2.L	0.154	0.86	0.15998	1	0.29919	0.086834
31_1PP2.L	0.104	0.97	0.86419	1	0.473729	0.873653
34_1PP2.L	0.166	0.97	0.51683	1	0.555584	0.427875
49_1PP2.L	0.0	0.98	0.2429	1	0.529451	0.25359
52_1PP2.L	0.0	0.0	0.188	1	0.090898	0.083126
55_1PP2.L	0.0	0.0	0.10994	1	0.057782	0.055277
56_1PP2.L	0.0	0.93	0.17256	1	0.485181	0.1786
61_1PP2.L	0.0	0.72	0.11875	1	0.29204	0.114576
67_1PP2.L	0.0	0.93	0.30242	1	0.507632	0.310599
69_1PP2.L	0.0	0.84	0.48247	1	0.236986	0.529903
70_1PP2.L	0.0	0.92	0.17171	1	0.421457	0.176395
118_1PP2.L	1.0	0.96	0.94595	1	0.636905	0.168213
122_1PP2.L	0.104	0.97	0.47807	1	0.44507	0.442123
124_1PP2.L	0.16	0.97	0.47383	1	0.541663	0.376341
15_1PVH.B	1.0	0.59	0.51504	1	0.330197	0.492808
16_1PVH.B	1.0	0.65	0.22194	1	0.320082	0.8347
19_1PVH.B	0.324	0.63	0.11274	1	0.167281	0.804707
25_1PVH.B	0.0	0.03	0.04971	1	0.020264	0.0184
29_1PVH.B	0.0	0.0	0.03139	1	0.019043	0.015086
120_1PVH.B	0.0	0.01	0.13952	1	0.031436	0.011026
127_1PVH.B	0.0	0.74	0.20337	1	0.255177	0.865277
128_1PVH.B	0.0	0.45	0.03681	1	0.058908	0.466915
31_1QA9.A	1.0	0.0	0.04573	1	0.125711	0.914381
32_1QA9.A	0.458	0.0	0.06593	1	0.085941	0.372774
41_1QA9.A	0.0	0.01	0.07603	1	0.023244	0.040763
42_1QA9.A	0.0	0.01	0.10066	1	0.026946	0.040936
43_1QA9.A	0.0	0.01	0.11173	1	0.042774	0.041014
48_1QA9.A	0.757	0.02	0.15075	1	0.106556	0.66794
51_1QA9.A	0.458	0.02	0.13692	1	0.12067	0.289222
86_1QA9.A	1.0	0.01	0.13899	1	0.114046	0.899284
89_1QA9.A	0.274	0.01	0.14958	1	0.162905	0.156699
90_1QA9.A	0.757	0.01	0.1419	1	0.102067	0.709525
91_1QA9.A	0.996	0.1	0.22015	1	0.23637	0.603592
92_1QA9.A	0.453	0.01	0.20922	1	0.191916	0.328034
95_1QA9.A	0.603	0.03	0.14806	1	0.23349	0.420876
25_1QA9.B	0.0	0.03	0.00622	1	0.010347	0.274062
29_1QA9.B	0.0	0.02	0.00505	1	0.008671	0.260687
32_1QA9.B	0.0	0.43	0.04199	1	0.058783	0.861648
33_1QA9.B	0.0	0.42	0.03383	1	0.048281	0.858885
34_1QA9.B	0.0	0.42	0.02131	1	0.048952	0.868438
37_1QA9.B	0.0	0.0	0.01003	1	0.013278	0.226806
39_1QA9.B	0.0	0.07	0.02224	1	0.012311	0.315517
42_1QA9.B	0.0	0.01	0.16804	1	0.030939	0.102034
44_1QA9.B	0.0	0.02	0.15163	1	0.046865	0.119985
46_1QA9.B	0.0	0.04	0.03313	1	0.017002	0.254895
47_1QA9.B	0.0	0.03	0.05591	1	0.021518	0.214803
80_1QA9.B	0.0	0.06	0.00793	1	0.011587	0.319175
82_1QA9.B	0.0	0.05	0.01361	1	0.011787	0.2952
84_1QA9.B	0.0	0.04	0.03227	1	0.016795	0.255956
85_1QA9.B	0.0	0.25	0.02045	1	0.028776	0.646322
136_1QAE.A	0.0	0.01	0.14919	1	0.033154	0.026847
138_1QAE.A	0.0	0.01	0.2419	1	0.049643	0.036693
180_1QAE.A	0.0	0.0	0.1964	1	0.093026	0.038353
181_1QAE.A	0.0	0.01	0.51545	1	0.076883	0.089813
182_1QAE.A	0.0	0.05	0.63014	1	0.15147	0.060998
183_1QAE.A	0.0	0.01	0.40531	1	0.053709	0.063022
184_1QAE.A	0.0	0.01	0.45308	1	0.075039	0.07358
225_1QAE.A	0.0	0.01	0.4163	1	0.058151	0.065319
229_1QAE.A	0.0	0.01	0.33422	1	0.052489	0.0499
233_1QAE.A	0.0	0.01	0.46995	1	0.075005	0.077683
239_1QAE.A	0.576	0.01	0.28246	1	0.194685	0.537688
240_1QAE.A	0.458	0.01	0.19128	1	0.165567	0.302019
245_1QAE.A	1.0	0.01	0.55355	1	0.242914	0.970888
88_1QAV.A	0.0	0.94	0.09908	1	0.286288	0.577138
90_1QAV.A	0.095	0.95	0.15288	1	0.192812	0.65217
93_1QAV.A	0.146	0.0	0.12178	1	0.081807	0.006191
94_1QAV.A	0.157	0.95	0.1342	1	0.433947	0.805964
95_1QAV.A	0.193	0.98	0.15654	1	0.355323	0.845792
96_1QAV.A	0.14	0.95	0.09027	1	0.30077	0.856097
97_1QAV.A	0.0	0.92	0.19661	1	0.495159	0.273941
101_1QAV.A	0.135	0.93	0.02685	1	0.102185	0.912573
109_1QAV.A	0.152	0.96	0.22176	1	0.442917	0.602503
112_1QAV.A	0.193	0.93	0.27877	1	0.279659	0.479702
142_1QAV.A	0.092	0.98	0.07925	1	0.260531	0.842122
143_1QAV.A	0.0	0.96	0.03211	1	0.272542	0.775058
147_1QAV.A	0.0	0.75	0.03712	1	0.135847	0.433153
15_1QAX.A	0.0	0.96	0.08714	1	0.273326	0.478144
18_1QAX.A	0.0	0.98	0.05441	1	0.287208	0.454143
40_1QAX.A	0.0	0.77	0.05733	1	0.140018	0.30399
41_1QAX.A	0.0	0.78	0.01811	1	0.147072	0.271354
42_1QAX.A	0.0	0.87	0.05465	1	0.162572	0.371037
44_1QAX.A	0.0	0.98	0.0821	1	0.322091	0.487686
48_1QAX.A	0.27	0.85	0.03581	1	0.186632	0.420927
50_1QAX.A	0.398	0.97	0.0847	1	0.380325	0.614755
51_1QAX.A	0.525	0.97	0.33149	1	0.451679	0.862769
52_1QAX.A	0.565	0.96	0.23494	1	0.44684	0.800804
53_1QAX.A	0.565	0.96	0.3721	1	0.648534	0.886798
54_1QAX.A	1.0	0.97	0.21504	1	0.323234	0.871131
55_1QAX.A	0.399	0.96	0.45899	1	0.574594	0.905319
56_1QAX.A	0.565	0.98	0.32556	1	0.586922	0.869303
57_1QAX.A	0.64	0.98	0.3643	1	0.569549	0.898813
58_1QAX.A	0.525	0.97	0.637	1	0.595405	0.965257
59_1QAX.A	0.398	0.95	0.24809	1	0.449992	0.768401
60_1QAX.A	0.0	0.99	0.33945	1	0.429916	0.774479
61_1QAX.A	0.0	0.92	0.05953	1	0.220479	0.414056
62_1QAX.A	0.0	0.95	0.01202	1	0.20726	0.381259
63_1QAX.A	0.0	0.97	0.00357	1	0.296332	0.386374
64_1QAX.A	0.0	0.98	0.00032	1	0.334944	0.390069
80_1QAX.A	0.0	0.0	0.0648	1	0.03038	0.038903
81_1QAX.A	0.0	0.96	0.08892	1	0.283381	0.480304
82_1QAX.A	0.0	0.99	0.42602	1	0.486337	0.839543
83_1QAX.A	0.0	0.83	0.16924	1	0.302952	0.476046
84_1QAX.A	0.0	0.95	0.02688	1	0.217764	0.398449
85_1QAX.A	0.0	0.82	0.00333	1	0.109851	0.282074
87_1QAX.A	0.0	0.98	0.00138	1	0.232152	0.391296
88_1QAX.A	0.0	0.74	0.01356	1	0.075599	0.243176
113_1QAX.A	0.0	0.0	0.0216	1	0.016854	0.031765
115_1QAX.A	0.0	0.87	0.13375	1	0.321559	0.464298
117_1QAX.A	0.0	0.96	0.11751	1	0.340283	0.515053
169_1QAX.A	0.0	0.98	0.1763	1	0.49539	0.600823
174_1QAX.A	0.0	0.0	0.06781	1	0.028612	0.039454
210_1QAX.A	0.0	0.95	0.08373	1	0.265382	0.466194
211_1QAX.A	0.0	0.97	0.17135	1	0.584847	0.587456
212_1QAX.A	0.0	0.88	0.0445	1	0.134151	0.366845
214_1QAX.A	0.0	0.0	0.07138	1	0.044709	0.040117
215_1QAX.A	0.0	0.62	0.09412	1	0.091554	0.246033
216_1QAX.A	0.0	0.24	0.13253	1	0.06894	0.106703
219_1QAX.A	0.0	0.8	0.06099	1	0.168472	0.328169
246_1QAX.A	0.0	0.57	0.0631	1	0.078871	0.193477
249_1QAX.A	0.0	0.91	0.03224	1	0.268304	0.374885
250_1QAX.A	0.0	0.98	0.26904	1	0.544708	0.702652
253_1QAX.A	0.259	0.91	0.12612	1	0.46125	0.572891
254_1QAX.A	0.355	0.98	0.56383	1	0.552437	0.941101
258_1QAX.A	0.382	0.97	0.62855	1	0.497021	0.956519
260_1QAX.A	0.109	0.92	1.0	1	0.498148	0.987551
261_1QAX.A	0.25	0.0	0.36251	1	0.244506	0.194229
263_1QAX.A	0.0	0.97	0.40661	1	0.431693	0.817231
264_1QAX.A	0.0	0.94	0.39524	1	0.397293	0.793853
267_1QAX.A	0.0	0.95	0.28788	1	0.428911	0.702139
271_1QAX.A	0.0	0.0	0.05863	1	0.031461	0.037796
274_1QAX.A	0.0	0.0	0.17192	1	0.065762	0.063804
278_1QAX.A	0.0	0.98	0.13221	1	0.338694	0.548461
279_1QAX.A	0.0	0.0	0.00179	1	0.004139	0.028931
283_1QAX.A	0.0	0.91	0.07601	1	0.22167	0.425941
284_1QAX.A	0.0	0.9	0.55449	1	0.413433	0.880525
285_1QAX.A	0.0	0.98	0.50585	1	0.505064	0.882024
292_1QAX.A	0.0	0.97	0.35123	1	0.42834	0.773529
296_1QAX.A	0.188	0.92	0.36479	1	0.43094	0.800648
299_1QAX.A	0.0	0.98	0.32816	1	0.418492	0.759055
335_1QAX.A	0.0	0.84	0.03273	1	0.165679	0.325529
337_1QAX.A	0.0	0.61	0.00203	1	0.053859	0.168101
372_1QAX.A	0.0	0.96	0.25589	1	0.479075	0.675524
375_1QAX.A	0.0	0.55	0.18759	1	0.107489	0.292182
376_1QAX.A	0.0	0.92	0.19003	1	0.456187	0.571383
377_1QAX.A	0.0	0.94	0.18256	1	0.41995	0.577835
378_1QAX.A	0.0	0.92	0.23591	1	0.501679	0.624958
382_1QAX.A	0.0	0.0	0.10866	1	0.056286	0.047712
384_1QAX.A	0.183	0.94	0.0324	1	0.307181	0.457526
385_1QAX.A	0.259	0.65	0.17289	1	0.442834	0.426949
387_1QAX.A	0.183	0.94	0.13846	1	0.468858	0.585536
389_1QAX.A	0.0	0.0	0.07755	1	0.046834	0.041289
392_1QAX.A	0.0	0.98	0.24346	1	0.503394	0.676021
415_1QAX.A	0.0	0.8	0.08722	1	0.213842	0.356886
416_1QAX.A	0.0	0.98	0.12254	1	0.338989	0.536789
2_1QBI.A	0.0	0.87	0.63667	1	0.383337	0.421739
259_1QBI.A	0.0	0.87	0.38602	1	0.377022	0.260588
271_1QBI.A	0.051	0.94	1.0	1	0.177448	0.787098
272_1QBI.A	0.051	0.71	0.70937	1	0.280349	0.305334
273_1QBI.A	0.051	0.84	0.5489	1	0.253474	0.363405
274_1QBI.A	0.051	0.94	0.16567	1	0.178941	0.247251
314_1QBI.A	0.455	0.75	0.30216	1	0.246147	0.407564
316_1QBI.A	0.0	0.93	0.62849	1	0.443701	0.499044
317_1QBI.A	0.275	0.82	0.73373	1	0.641542	0.655498
318_1QBI.A	0.0	0.97	0.56564	1	0.464614	0.509377
328_1QBI.A	0.275	0.96	0.60152	1	0.563995	0.739357
329_1QBI.A	0.275	0.9	0.13313	1	0.258166	0.342544
392_1QBI.A	0.455	0.62	0.98624	1	0.505162	0.707615
393_1QBI.A	0.455	0.0	0.63109	1	0.346805	0.026237
394_1QBI.A	0.76	0.82	0.90312	1	0.571962	0.943878
395_1QBI.A	0.46	0.96	0.82019	1	0.609613	0.91059
396_1QBI.A	0.0	0.96	0.57679	1	0.492546	0.503485
178_1QFE.A	0.0	0.21	0.46933	1	0.175995	0.065958
179_1QFE.A	0.0	0.49	0.41175	1	0.216031	0.050711
193_1QFE.A	1.0	0.67	0.94343	1	0.637689	0.409816
207_1QFE.A	0.0	0.31	0.43975	1	0.189897	0.056663
218_1QFE.A	0.0	0.99	0.88873	1	0.621409	0.638332
250_1QFE.A	0.241	0.99	0.44898	1	0.545377	0.060321
252_1QFE.A	0.183	0.83	0.79319	1	0.59423	0.407887
663_1QFH.A	0.0	0.02	0.26225	1	0.064275	0.136883
665_1QFH.A	0.416	0.05	0.28351	1	0.191544	0.292226
666_1QFH.A	0.0	0.02	0.00985	1	0.009174	0.035167
722_1QFH.A	0.0	0.04	0.00823	1	0.013085	0.036888
724_1QFH.A	0.11	0.06	0.02152	1	0.012374	0.050739
749_1QFH.A	0.163	0.13	0.07531	1	0.055179	0.089952
751_1QFH.A	0.282	0.69	0.25292	1	0.42152	0.642416
752_1QFH.A	0.0	0.93	0.10475	1	0.303761	0.481555
753_1QFH.A	0.0	0.97	0.38602	1	0.465759	0.84328
755_1QFH.A	0.0	0.97	0.03945	1	0.240191	0.416731
756_1QFH.A	0.0	0.98	0.36554	1	0.44539	0.831042
757_1QFH.A	0.416	0.98	0.43168	1	0.546963	0.938359
758_1QFH.A	0.241	0.98	1.0	1	0.569317	0.996733
759_1QFH.A	0.182	0.85	0.26975	1	0.309024	0.726528
760_1QFH.A	0.241	0.97	0.51944	1	0.512817	0.947419
761_1QFH.A	0.182	0.94	0.92511	1	0.712641	0.993698
762_1QFH.A	0.163	0.98	0.74932	1	0.633872	0.984024
763_1QFH.A	0.163	0.95	0.69851	1	0.540699	0.976707
764_1QFH.A	0.11	0.76	0.479	1	0.290872	0.858357
766_1QFH.A	0.0	0.84	0.1293	1	0.239453	0.451068
767_1QFH.A	0.0	0.0	0.00678	1	0.009266	0.032649
768_1QFH.A	0.0	0.9	0.09391	1	0.170794	0.443866
769_1QFH.A	0.282	0.81	0.02814	1	0.197503	0.408646
770_1QFH.A	0.0	0.94	0.02929	1	0.217891	0.381327
775_1QFH.A	0.416	0.88	0.04612	1	0.300916	0.545259
777_1QFH.A	1.0	0.8	0.06207	1	0.136033	0.747154
779_1QFH.A	0.11	0.94	0.0467	1	0.088813	0.453722
780_1QFH.A	0.11	0.0	0.02283	1	0.017372	0.043173
823_1QFH.A	0.0	0.57	0.00401	1	0.04804	0.151489
824_1QFH.A	0.0	0.77	0.01741	1	0.141405	0.258313
828_1QFH.A	0.0	0.99	0.15536	1	0.480746	0.598225
829_1QFH.A	0.0	0.91	0.32958	1	0.413427	0.764405
833_1QFH.A	0.0	0.99	0.73718	1	0.535791	0.977852
834_1QFH.A	0.0	0.46	0.57427	1	0.198345	0.781539
835_1QFH.A	0.0	0.49	0.83234	1	0.329549	0.946173
836_1QFH.A	0.0	0.96	0.71206	1	0.575086	0.972152
838_1QFH.A	0.0	0.92	0.44663	1	0.418979	0.868573
135_1QOR.A	0.014	0.0	0.48665	1	0.118783	0.450279
222_1QOR.A	0.0	0.0	0.13928	1	0.047776	0.018078
231_1QOR.A	0.377	0.4	0.19452	1	0.25225	0.117247
232_1QOR.A	0.377	0.6	0.661	1	0.248174	0.963727
245_1QOR.A	0.116	0.1	0.29651	1	0.072225	0.130526
246_1QOR.A	0.285	0.77	0.36423	1	0.350282	0.514607
247_1QOR.A	0.285	0.68	0.30035	1	0.360875	0.322094
248_1QOR.A	0.377	0.95	0.3933	1	0.556103	0.692295
249_1QOR.A	0.667	0.96	0.25354	1	0.459714	0.497671
250_1QOR.A	1.0	0.95	0.75516	1	0.723752	0.997962
254_1QOR.A	0.693	0.86	0.29597	1	0.340561	0.595873
258_1QOR.A	1.0	0.94	0.46735	1	0.548332	0.955389
259_1QOR.A	0.278	0.0	0.43599	1	0.345514	0.468027
260_1QOR.A	0.718	0.96	1.0	1	0.641429	0.999724
261_1QOR.A	0.427	0.94	0.77297	1	0.605259	0.993492
262_1QOR.A	0.217	0.98	0.80386	1	0.607536	0.992744
263_1QOR.A	0.255	0.94	0.71806	1	0.529693	0.982527
264_1QOR.A	0.0	0.0	0.37164	1	0.098188	0.185713
265_1QOR.A	0.0	0.98	0.45353	1	0.56624	0.648967
268_1QOR.A	0.0	0.31	0.65399	1	0.167904	0.876686
269_1QOR.A	0.0	0.19	0.67382	1	0.166842	0.883763
5_1REQ.A	0.0	0.9	0.32793	1	0.405176	0.341596
6_1REQ.A	0.422	0.92	0.35749	1	0.513119	0.584942
7_1REQ.A	0.933	0.98	0.24456	1	0.608527	0.869974
