residue,predus,ispred,dockpred,annotated,rfscore,logreg
31_1ONE.A,0.126,0.96,0.19784,1,0.37382976753349423,0.6079043338496464
55_1ONE.A,0.364,0.87,0.65594,1,0.5298913919242311,0.9051913547104945
56_1ONE.A,1.0,0.97,0.98233,1,0.772866826937228,0.915231967414798
161_1ONE.A,0.0,0.99,0.08581,1,0.6380696087198663,0.5750837493600478
183_1ONE.A,0.0,0.0,0.00577,1,0.007434316588110317,0.010456778517001027
184_1ONE.A,0.0,0.98,0.007,1,0.2620256121282955,0.4289327040147396
188_1ONE.A,0.0,0.98,0.00469,1,0.28455345098942025,0.4250213476048372
191_1ONE.A,0.0,0.98,0.01947,1,0.2617558397053195,0.4501888688209836
203_1ONE.A,0.0,0.86,0.04198,1,0.15968868020161536,0.3623498255930959
204_1ONE.A,0.0,0.97,0.09055,1,0.28788096079695974,0.5618281240742807
207_1ONE.A,0.0,0.98,0.12609,1,0.33395456718385197,0.631338349723853
208_1ONE.A,0.0,0.94,0.10523,1,0.31753406237572646,0.5547582626304677
215_1ONE.A,0.0,0.98,0.02787,1,0.25785267458932376,0.4646155240235444
217_1ONE.A,0.0,0.82,0.05563,1,0.1649526392398055,0.3442528897918429
379_1ONE.A,0.0,0.98,0.26459,1,0.5561238378858272,0.8170459647637248
400_1ONE.A,0.0,0.0,0.01205,1,0.013715186012768627,0.010916191874640973
401_1ONE.A,0.0,0.64,0.0221,1,0.07686435591232242,0.16002716231899697
402_1ONE.A,0.0,0.98,0.15061,1,0.33989782823208237,0.6698827518802858
403_1ONE.A,0.0,0.97,0.08885,1,0.28850472317319736,0.5589297847100837
404_1ONE.A,0.0,0.0,0.05841,1,0.03663637367483659,0.014983708657081716
406_1ONE.A,0.0,0.95,0.0206,1,0.22256029446251221,0.42010293124493026
410_1ONE.A,0.0,0.99,0.02524,1,0.21261677599106488,0.4708942381658334
414_1ONE.A,0.0,0.98,0.04023,1,0.24242010418003201,0.4859445135070941
417_1ONE.A,0.0,0.98,0.0136,1,0.25163231702978395,0.440155420921125
1_1PDK.A,0.183,0.01,0.1685,1,0.07622428494310693,0.10113029122338736
4_1PDK.A,0.241,0.0,0.08516,1,0.10763636078023309,0.16169556130434043
8_1PDK.A,0.399,0.0,0.13657,1,0.20994270863708833,0.2829893194391067
26_1PDK.A,0.0,0.01,0.21701,1,0.04030332732366862,0.03400205607831732
31_1PDK.A,0.0,0.0,0.26346,1,0.09986144726837136,0.028517850714304207
91_1PDK.A,0.241,0.96,0.48155,1,0.5681448645092793,0.696606141317048
92_1PDK.A,0.355,0.0,0.14237,1,0.15929356407123765,0.23307721433537337
99_1PDK.A,0.0,0.97,0.33966,1,0.4470353926876468,0.4932651514026511
100_1PDK.A,0.241,0.95,0.18628,1,0.40306358992636293,0.8457849330699408
101_1PDK.A,0.399,0.98,0.36712,1,0.5481442825559006,0.894247918893682
102_1PDK.A,0.885,0.98,0.48821,1,0.5889715020953,0.9884709704825051
103_1PDK.A,1.0,0.96,0.68683,1,0.5980838403120436,0.9878594627945236
104_1PDK.A,1.0,0.97,0.59151,1,0.5934450956701911,0.9912596902490253
105_1PDK.A,0.525,0.97,0.66626,1,0.6182134641582939,0.8667393325089837
106_1PDK.A,0.398,0.95,0.44285,1,0.5544236810108322,0.8557716016638359
107_1PDK.A,0.355,0.98,0.45615,1,0.5438181791328512,0.8344162493309326
108_1PDK.A,0.355,0.98,0.3866,1,0.5402149959627175,0.8619314078612916
109_1PDK.A,0.0,0.88,0.18036,1,0.3981121634593529,0.529207382530387
110_1PDK.A,0.0,0.98,0.25451,1,0.5258909167909388,0.5680212289537424
112_1PDK.A,0.0,0.93,0.10742,1,0.27857902780911803,0.6304502417706885
152_1PDK.A,0.0,0.0,0.03133,1,0.018403347906826684,0.05660008970362395
154_1PDK.A,0.0,0.0,0.06302,1,0.03278830834710836,0.05160929424393009
163_1PDK.A,0.0,0.0,0.0173,1,0.01724072170831439,0.05895168806510489
164_1PDK.A,0.0,0.14,0.35297,1,0.1664772252332982,0.036801878907773866
165_1PDK.A,0.0,0.24,0.13596,1,0.0690997557640741,0.09874008451399062
166_1PDK.A,0.0,0.18,0.05782,1,0.04168932429120277,0.09959130800086374
170_1PDK.A,0.0,0.97,0.18205,1,0.483158521755399,0.6126339892256875
200_1PDK.A,0.525,0.06,0.52014,1,0.28053831944254454,0.23459965598876284
5_1PNK.A,0.0,0.64,0.00651,1,0.060821296059805977,0.32164397435024117
6_1PNK.A,0.0,0.79,0.00812,1,0.11625421904326147,0.404272793263078
7_1PNK.A,0.0,0.91,0.00651,1,0.19874229593581266,0.47426348938578444
9_1PNK.A,0.259,0.95,0.00462,1,0.7063986202770063,0.6701725827906739
10_1PNK.A,0.428,0.98,0.0257,1,0.21983030766011052,0.7798535914640211
11_1PNK.A,0.428,0.98,0.05527,1,0.3423681239395804,0.7836337072380664
12_1PNK.A,0.64,0.95,0.35369,1,0.5729104150963596,0.8835937417937413
13_1PNK.A,0.565,0.98,0.26105,1,0.5584748020193203,0.8606875453947568
14_1PNK.A,0.565,0.97,0.5135,1,0.6169623801808101,0.8793554425674877
15_1PNK.A,0.565,0.93,0.16642,1,0.4325742514841858,0.8363066871882071
16_1PNK.A,0.917,0.99,0.89386,1,0.5998409904357568,0.9642556860943157
17_1PNK.A,1.0,0.94,0.50419,1,0.6022441872055849,0.957467676811636
18_1PNK.A,0.64,0.99,0.62039,1,0.5451894799300662,0.9106848280319684
19_1PNK.A,0.917,0.84,0.39171,1,0.5356652361282813,0.9283355093671325
20_1PNK.A,0.525,0.99,0.27476,1,0.6372886801767517,0.8512195151167783
21_1PNK.A,0.428,0.97,0.11727,1,0.3400280564042709,0.7874463906881767
23_1PNK.A,0.241,0.64,0.06216,1,0.11057417818272537,0.4909239901793251
25_1PNK.A,0.0,0.98,0.01059,1,0.2664963245796481,0.5166870008066051
26_1PNK.A,0.0,0.95,0.00785,1,0.2145337838780703,0.49831357939191057
27_1PNK.A,0.398,0.98,0.45596,1,0.5593584793525195,0.8181714537714083
31_1PNK.A,0.565,0.99,0.99597,1,0.8119485316654129,0.9164818699424672
33_1PNK.A,0.0,0.0,0.00656,1,0.009131601675769166,0.09357137305888885
34_1PNK.A,0.0,0.0,0.1441,1,0.047459938657945025,0.10268555488018734
38_1PNK.A,0.241,0.93,0.18943,1,0.3214378315596943,0.6791533323457186
39_1PNK.A,0.0,0.98,0.63426,1,0.581782756321784,0.6304300871325641
42_1PNK.A,0.0,0.97,0.45381,1,0.47855316377631235,0.5926755172770589
45_1PNK.A,0.0,0.85,0.15023,1,0.2591362850537344,0.4654837661864689
49_1PNK.A,0.0,0.9,0.13749,1,0.3086394777685066,0.4928201977742263
55_1PNK.A,0.0,0.96,0.00328,1,0.23296327686186497,0.5034129550710508
56_1PNK.A,0.0,0.98,0.0043,1,0.2768688505052859,0.5155100150535669
60_1PNK.A,0.0,0.8,0.02662,1,0.13855010226354506,0.41338003012054575
65_1PNK.A,0.0,0.93,0.14878,1,0.3540005029254257,0.5127980738690693
66_1PNK.A,0.0,0.0,0.0007,1,0.00408903079262568,0.09319964064611415
67_1PNK.A,0.0,0.96,0.00543,1,0.221009668433641,0.5038156600032132
70_1PNK.A,0.0,0.94,0.00936,1,0.19380499184879013,0.4926414871284764
71_1PNK.A,0.0,0.98,0.01812,1,0.26411964131146504,0.5180957709785414
72_1PNK.A,0.0,0.94,0.02108,1,0.19169154024103818,0.4948364643425118
73_1PNK.A,0.0,0.98,0.01624,1,0.27471440867708535,0.517744072224428
74_1PNK.A,0.0,0.99,0.02398,1,0.21711185274468636,0.5251355961002985
75_1PNK.A,0.0,0.71,0.00645,1,0.04095722897001663,0.3590432751538637
81_1PNK.A,0.0,0.95,0.11754,1,0.2780583487687373,0.5188511517459741
85_1PNK.A,0.0,0.97,0.10076,1,0.3063383405483895,0.5275997959564006
88_1PNK.A,0.0,0.58,0.29847,1,0.23583896116645622,0.33840620174467545
89_1PNK.A,0.0,0.94,0.30035,1,0.3937458646259529,0.5470083345836034
91_1PNK.A,0.0,0.8,0.00731,1,0.13348532410558248,0.4098759961354039
96_1PNK.A,0.241,0.0,0.57952,1,0.21488155890911084,0.23626436307918
115_1PNK.A,0.0,0.0,0.00323,1,0.005235985308299901,0.09335996981476256
116_1PNK.A,0.0,0.15,0.00866,1,0.02068067942735322,0.12876904632295766
117_1PNK.A,0.0,0.7,0.05361,1,0.06119746861898797,0.36169708621535834
118_1PNK.A,0.0,0.79,0.12292,1,0.22633698314631048,0.42514728605126156
141_1PNK.A,0.183,0.96,0.56194,1,0.5737169513511958,0.7190265297467671
145_1PNK.A,0.0,0.86,0.63996,1,0.38643836915393726,0.5627845864399301
146_1PNK.A,0.259,0.96,0.8709,1,0.6832646354118956,0.7992886772277534
147_1PNK.A,0.0,0.98,0.31374,1,0.4652330104892119,0.5729531597161197
148_1PNK.A,0.0,0.98,0.06022,1,0.27177236314704456,0.5259662336211838
150_1PNK.A,0.0,0.96,0.04974,1,0.2627959319861946,0.5121132652207585
151_1PNK.A,0.0,0.96,0.04624,1,0.2623803692139999,0.5114580291091928
152_1PNK.A,0.259,0.98,0.02398,1,0.31616728358595997,0.6888903941108093
155_1PNK.A,0.259,0.94,0.02436,1,0.37360398990210747,0.6681731887286444
156_1PNK.A,0.259,0.99,0.00764,1,0.2689098267120425,0.6913665619972132
158_1PNK.A,0.0,0.86,0.02291,1,0.12820970841605145,0.4477270739677907
161_1PNK.A,0.0,0.75,0.00548,1,0.11437750718537205,0.38108195538064016
166_1PNK.A,0.241,0.67,0.01887,1,0.11827931235693302,0.5006805375046861
170_1PNK.A,0.0,0.72,0.0085,1,0.06015543257156087,0.3648995206517189
172_1PNK.A,0.241,0.7,0.00699,1,0.3903901268982605,0.51631583367981
176_1PNK.A,0.0,0.86,0.01022,1,0.11801222983150944,0.44537722006255587
177_1PNK.A,0.0,0.91,0.03764,1,0.19928581194647305,0.4800823670763706
178_1PNK.A,0.0,0.98,0.06167,1,0.2742096391327076,0.5262370993426324
179_1PNK.A,0.0,0.95,0.07834,1,0.2859168717770675,0.5115153296816138
180_1PNK.A,0.355,0.95,0.09345,1,0.319957733348731,0.7391783350751393
182_1PNK.A,0.382,0.98,0.04334,1,0.23045603640842394,0.7595996187704098
183_1PNK.A,0.0,0.98,0.06092,1,0.2742096391327076,0.5260969983011319
186_1PNK.A,0.0,0.98,0.0685,1,0.27709255784475617,0.52751275998749
187_1PNK.A,0.0,0.93,0.15066,1,0.3540005029254257,0.5131499878552982
188_1PNK.A,0.0,0.97,0.14679,1,0.31969782576919775,0.5361865825285469
189_1PNK.A,0.0,0.95,0.4779,1,0.41610917085683097,0.5855120497921202
190_1PNK.A,0.0,0.98,0.23798,1,0.5225230961518155,0.5590103304704367
193_1PNK.A,0.0,0.89,0.01925,1,0.14002221619388874,0.46477463777162115
194_1PNK.A,0.0,0.96,0.10679,1,0.340263129690449,0.5227861294327901
195_1PNK.A,0.0,0.93,0.08442,1,0.2768891085702078,0.5007453134493771
6_1PP2.L,0.0,0.97,0.24243,1,0.5141916075601558,0.25114248676609074
19_1PP2.L,0.055,0.87,0.64384,1,0.2304189557281295,0.6924829159963086
23_1PP2.L,0.281,0.96,0.48186,1,0.5070099374820516,0.2673870231752626
29_1PP2.L,0.154,0.86,0.15998,1,0.2991900736161098,0.08683389205738899
31_1PP2.L,0.104,0.97,0.86419,1,0.47372910714190936,0.873653404909227
34_1PP2.L,0.166,0.97,0.51683,1,0.5555837630505583,0.42787548478543885
49_1PP2.L,0.0,0.98,0.2429,1,0.5294507077047529,0.2535903960150462
52_1PP2.L,0.0,0.0,0.188,1,0.09089770041574828,0.08312612107217744
55_1PP2.L,0.0,0.0,0.10994,1,0.05778234207805138,0.05527663314869204
56_1PP2.L,0.0,0.93,0.17256,1,0.4851810195711878,0.1786000631821448
61_1PP2.L,0.0,0.72,0.11875,1,0.2920398603844896,0.11457593819058393
67_1PP2.L,0.0,0.93,0.30242,1,0.5076323836013485,0.3105985212263965
69_1PP2.L,0.0,0.84,0.48247,1,0.23698615920909366,0.5299030243170171
70_1PP2.L,0.0,0.92,0.17171,1,0.4214568490850711,0.17639473350421242
118_1PP2.L,1.0,0.96,0.94595,1,0.6369049203883376,0.168213487570574
122_1PP2.L,0.104,0.97,0.47807,1,0.4450701150013062,0.4421232739152341
124_1PP2.L,0.16,0.97,0.47383,1,0.5416629486475871,0.3763409749982414
15_1PVH.B,1.0,0.59,0.51504,1,0.3301972499757373,0.49280846113017124
16_1PVH.B,1.0,0.65,0.22194,1,0.3200820590751629,0.8347002733418704
19_1PVH.B,0.324,0.63,0.11274,1,0.16728105485759584,0.8047069785629185
25_1PVH.B,0.0,0.03,0.04971,1,0.020264213776441307,0.018400294113394982
29_1PVH.B,0.0,0.0,0.03139,1,0.019042863275071206,0.015085633496362503
120_1PVH.B,0.0,0.01,0.13952,1,0.03143572544822746,0.011026036467919244
127_1PVH.B,0.0,0.74,0.20337,1,0.255176982675088,0.8652766902687026
128_1PVH.B,0.0,0.45,0.03681,1,0.05890844842630935,0.4669152327779104
31_1QA9.A,1.0,0.0,0.04573,1,0.1257112566907676,0.9143810792881244
32_1QA9.A,0.458,0.0,0.06593,1,0.08594105794197997,0.37277364478767683
41_1QA9.A,0.0,0.01,0.07603,1,0.02324427078888764,0.04076328061989908
42_1QA9.A,0.0,0.01,0.10066,1,0.026945579093669885,0.04093644017024308
43_1QA9.A,0.0,0.01,0.11173,1,0.042774145311229576,0.04101449623035833
48_1QA9.A,0.757,0.02,0.15075,1,0.10655571863447644,0.6679403477263728
51_1QA9.A,0.458,0.02,0.13692,1,0.12066979602294786,0.28922190629075134
86_1QA9.A,1.0,0.01,0.13899,1,0.11404622289489186,0.8992837249392216
89_1QA9.A,0.274,0.01,0.14958,1,0.16290458806027164,0.1566987802269419
90_1QA9.A,0.757,0.01,0.1419,1,0.10206675825346992,0.7095254162186565
91_1QA9.A,0.996,0.1,0.22015,1,0.23637049700136104,0.603591586244383
92_1QA9.A,0.453,0.01,0.20922,1,0.19191604444386637,0.3280339516351438
95_1QA9.A,0.603,0.03,0.14806,1,0.23349003003982916,0.4208755144694232
25_1QA9.B,0.0,0.03,0.00622,1,0.010346891056497064,0.2740621823376841
29_1QA9.B,0.0,0.02,0.00505,1,0.00867092548259016,0.26068705429215083
32_1QA9.B,0.0,0.43,0.04199,1,0.058782676622212655,0.8616476091909415
33_1QA9.B,0.0,0.42,0.03383,1,0.04828115076896886,0.8588852871442381
34_1QA9.B,0.0,0.42,0.02131,1,0.04895189619178736,0.8684382798320349
37_1QA9.B,0.0,0.0,0.01003,1,0.013278296832294631,0.22680624626302145
39_1QA9.B,0.0,0.07,0.02224,1,0.01231112689306239,0.315516576830892
42_1QA9.B,0.0,0.01,0.16804,1,0.030939278109030143,0.10203424524920808
44_1QA9.B,0.0,0.02,0.15163,1,0.04686544063317254,0.11998485322504528
46_1QA9.B,0.0,0.04,0.03313,1,0.017002366945736494,0.2548952788057089
47_1QA9.B,0.0,0.03,0.05591,1,0.021518187428293332,0.21480289186179946
80_1QA9.B,0.0,0.06,0.00793,1,0.011587019195090935,0.3191746608853086
82_1QA9.B,0.0,0.05,0.01361,1,0.011786970632847314,0.29519973494139484
84_1QA9.B,0.0,0.04,0.03227,1,0.0167954635149817,0.25595550422085184
85_1QA9.B,0.0,0.25,0.02045,1,0.028776305598193986,0.6463218817824513
136_1QAE.A,0.0,0.01,0.14919,1,0.033154233067414184,0.02684744136454741
138_1QAE.A,0.0,0.01,0.2419,1,0.04964325910126939,0.03669340639018626
180_1QAE.A,0.0,0.0,0.1964,1,0.09302635558874893,0.03835305239482392
181_1QAE.A,0.0,0.01,0.51545,1,0.07688313933225341,0.08981267810632884
182_1QAE.A,0.0,0.05,0.63014,1,0.1514695954925503,0.06099762121787505
183_1QAE.A,0.0,0.01,0.40531,1,0.053709121626484925,0.06302236450257635
184_1QAE.A,0.0,0.01,0.45308,1,0.07503921628262644,0.07358042209681422
225_1QAE.A,0.0,0.01,0.4163,1,0.0581505193664256,0.06531861015481684
229_1QAE.A,0.0,0.01,0.33422,1,0.05248853090906541,0.04990048407334264
233_1QAE.A,0.0,0.01,0.46995,1,0.07500481889535296,0.07768339370470491
239_1QAE.A,0.576,0.01,0.28246,1,0.1946848433561004,0.5376884702935674
240_1QAE.A,0.458,0.01,0.19128,1,0.1655671211873918,0.30201920430513896
245_1QAE.A,1.0,0.01,0.55355,1,0.24291383613445053,0.9708882279058869
88_1QAV.A,0.0,0.94,0.09908,1,0.2862884961498136,0.5771377542419276
90_1QAV.A,0.095,0.95,0.15288,1,0.19281162586603365,0.6521701017042771
93_1QAV.A,0.146,0.0,0.12178,1,0.08180664366700408,0.006190943827908669
94_1QAV.A,0.157,0.95,0.1342,1,0.4339474410310295,0.8059641059729707
95_1QAV.A,0.193,0.98,0.15654,1,0.3553230027535207,0.8457918295494776
96_1QAV.A,0.14,0.95,0.09027,1,0.30076956968573454,0.8560971083289068
97_1QAV.A,0.0,0.92,0.19661,1,0.4951585670964424,0.27394068591228954
101_1QAV.A,0.135,0.93,0.02685,1,0.10218511515704246,0.9125731357689519
109_1QAV.A,0.152,0.96,0.22176,1,0.4429172718455076,0.6025033538886525
112_1QAV.A,0.193,0.93,0.27877,1,0.27965897938493656,0.4797018027518995
142_1QAV.A,0.092,0.98,0.07925,1,0.26053073976889163,0.8421222738437645
143_1QAV.A,0.0,0.96,0.03211,1,0.2725420038430265,0.7750581944285411
147_1QAV.A,0.0,0.75,0.03712,1,0.13584744047983585,0.43315302591060945
15_1QAX.A,0.0,0.96,0.08714,1,0.27332560609870343,0.47814383003446687
18_1QAX.A,0.0,0.98,0.05441,1,0.287208454984046,0.4541431962712623
40_1QAX.A,0.0,0.77,0.05733,1,0.14001820498530948,0.3039897443213487
41_1QAX.A,0.0,0.78,0.01811,1,0.14707233414402782,0.271354142840934
42_1QAX.A,0.0,0.87,0.05465,1,0.16257239811086602,0.37103652784980085
44_1QAX.A,0.0,0.98,0.0821,1,0.32209073027114987,0.48768570106377457
48_1QAX.A,0.27,0.85,0.03581,1,0.18663244912823804,0.42092666980877586
50_1QAX.A,0.398,0.97,0.0847,1,0.3803250744943421,0.614754534108016
51_1QAX.A,0.525,0.97,0.33149,1,0.45167925281163135,0.8627694536774518
52_1QAX.A,0.565,0.96,0.23494,1,0.4468398193344283,0.8008044116180421
53_1QAX.A,0.565,0.96,0.3721,1,0.6485344396701589,0.8867976711870617
54_1QAX.A,1.0,0.97,0.21504,1,0.3232336529227865,0.8711312266408461
55_1QAX.A,0.399,0.96,0.45899,1,0.5745938861919412,0.9053189442215342
56_1QAX.A,0.565,0.98,0.32556,1,0.5869220121339369,0.8693027839565856
57_1QAX.A,0.64,0.98,0.3643,1,0.5695494378497361,0.8988132689632221
58_1QAX.A,0.525,0.97,0.637,1,0.5954047388393978,0.9652566681234259
59_1QAX.A,0.398,0.95,0.24809,1,0.44999205532917197,0.7684006448298151
60_1QAX.A,0.0,0.99,0.33945,1,0.429915875219765,0.7744794048660166
61_1QAX.A,0.0,0.92,0.05953,1,0.2204788769568072,0.41405640503961993
62_1QAX.A,0.0,0.95,0.01202,1,0.20725960090490358,0.3812590004834206
63_1QAX.A,0.0,0.97,0.00357,1,0.2963324531956727,0.386373974461558
64_1QAX.A,0.0,0.98,0.00032,1,0.33494352416205836,0.3900686135732593
80_1QAX.A,0.0,0.0,0.0648,1,0.030379696578936143,0.03890280407284825
81_1QAX.A,0.0,0.96,0.08892,1,0.28338143346244565,0.4803044540588818
82_1QAX.A,0.0,0.99,0.42602,1,0.4863371584699,0.8395432491442482
83_1QAX.A,0.0,0.83,0.16924,1,0.3029518415057306,0.4760459172512481
84_1QAX.A,0.0,0.95,0.02688,1,0.2177637756645006,0.3984487971451253
85_1QAX.A,0.0,0.82,0.00333,1,0.1098510624537529,0.28207419367021846
87_1QAX.A,0.0,0.98,0.00138,1,0.23215169866660407,0.3912958929886865
88_1QAX.A,0.0,0.74,0.01356,1,0.07559854719552002,0.2431758460735425
113_1QAX.A,0.0,0.0,0.0216,1,0.016854447971559983,0.031764599951188445
115_1QAX.A,0.0,0.87,0.13375,1,0.3215585890260922,0.4642981527720125
117_1QAX.A,0.0,0.96,0.11751,1,0.34028345736653764,0.5150532885020914
169_1QAX.A,0.0,0.98,0.1763,1,0.49538999875874834,0.600823405896199
174_1QAX.A,0.0,0.0,0.06781,1,0.02861175090815453,0.03945388940369512
210_1QAX.A,0.0,0.95,0.08373,1,0.265382025696602,0.46619439369112986
211_1QAX.A,0.0,0.97,0.17135,1,0.5848466451227022,0.5874559739362306
212_1QAX.A,0.0,0.88,0.0445,1,0.1341511609213812,0.36684487777674
214_1QAX.A,0.0,0.0,0.07138,1,0.044709496589101914,0.04011720849382838
215_1QAX.A,0.0,0.62,0.09412,1,0.09155424051122957,0.24603311317098842
216_1QAX.A,0.0,0.24,0.13253,1,0.06894022994053527,0.10670299458435419
219_1QAX.A,0.0,0.8,0.06099,1,0.16847151514330183,0.32816872115393847
246_1QAX.A,0.0,0.57,0.0631,1,0.07887105850861215,0.1934773040568701
249_1QAX.A,0.0,0.91,0.03224,1,0.2683037623568892,0.3748850646699678
250_1QAX.A,0.0,0.98,0.26904,1,0.5447082878139206,0.7026523790334845
253_1QAX.A,0.259,0.91,0.12612,1,0.46125021991660015,0.5728914244234254
254_1QAX.A,0.355,0.98,0.56383,1,0.5524369715019585,0.9411013408112016
258_1QAX.A,0.382,0.97,0.62855,1,0.4970213716933657,0.9565185865650424
260_1QAX.A,0.109,0.92,1.0,1,0.4981477039514629,0.9875510250360687
261_1QAX.A,0.25,0.0,0.36251,1,0.2445055385058674,0.1942285664698263
263_1QAX.A,0.0,0.97,0.40661,1,0.4316929526052269,0.8172314638114118
264_1QAX.A,0.0,0.94,0.39524,1,0.3972929667611323,0.7938534161407932
267_1QAX.A,0.0,0.95,0.28788,1,0.42891105045507993,0.7021387953860974
271_1QAX.A,0.0,0.0,0.05863,1,0.03146078772142071,0.03779617171814926
274_1QAX.A,0.0,0.0,0.17192,1,0.06576160139570353,0.06380421419256042
278_1QAX.A,0.0,0.98,0.13221,1,0.3386936775560164,0.5484611052795433
279_1QAX.A,0.0,0.0,0.00179,1,0.00413944474251715,0.028931291451729443
283_1QAX.A,0.0,0.91,0.07601,1,0.22166951454595543,0.425941291836655
284_1QAX.A,0.0,0.9,0.55449,1,0.41343268315028703,0.8805247603405114
285_1QAX.A,0.0,0.98,0.50585,1,0.505063916363159,0.8820244789319324
292_1QAX.A,0.0,0.97,0.35123,1,0.42834046826645744,0.7735292911374215
296_1QAX.A,0.188,0.92,0.36479,1,0.43093955891008784,0.8006484310091688
299_1QAX.A,0.0,0.98,0.32816,1,0.41849150705289273,0.7590548449788396
335_1QAX.A,0.0,0.84,0.03273,1,0.1656790195378798,0.32552933058864586
337_1QAX.A,0.0,0.61,0.00203,1,0.0538593479588557,0.16810081261268384
372_1QAX.A,0.0,0.96,0.25589,1,0.4790748666060241,0.6755236890623657
375_1QAX.A,0.0,0.55,0.18759,1,0.10748875215837572,0.29218174150407855
376_1QAX.A,0.0,0.92,0.19003,1,0.45618664887814364,0.5713831844004077
377_1QAX.A,0.0,0.94,0.18256,1,0.41995036283569753,0.5778347551825532
378_1QAX.A,0.0,0.92,0.23591,1,0.5016792716584774,0.6249576968800834
382_1QAX.A,0.0,0.0,0.10866,1,0.056286065259235095,0.04771195431953922
384_1QAX.A,0.183,0.94,0.0324,1,0.3071810854750744,0.4575263006970214
385_1QAX.A,0.259,0.65,0.17289,1,0.4428343637854747,0.4269491220154005
387_1QAX.A,0.183,0.94,0.13846,1,0.4688584843883347,0.5855363594012958
389_1QAX.A,0.0,0.0,0.07755,1,0.04683397878114246,0.04128888226829507
392_1QAX.A,0.0,0.98,0.24346,1,0.5033940119754429,0.6760211055028308
415_1QAX.A,0.0,0.8,0.08722,1,0.21384248699486952,0.3568864895511397
416_1QAX.A,0.0,0.98,0.12254,1,0.3389885830218162,0.5367890164246191
2_1QBI.A,0.0,0.87,0.63667,1,0.3833369509035427,0.4217389249725122
259_1QBI.A,0.0,0.87,0.38602,1,0.37702155526151215,0.2605883619867666
271_1QBI.A,0.051,0.94,1.0,1,0.17744817342334226,0.7870982155340929
272_1QBI.A,0.051,0.71,0.70937,1,0.2803487050096511,0.30533418096897474
273_1QBI.A,0.051,0.84,0.5489,1,0.25347434166685234,0.3634052363590252
274_1QBI.A,0.051,0.94,0.16567,1,0.1789410462373393,0.24725076929598397
314_1QBI.A,0.455,0.75,0.30216,1,0.2461472731323468,0.4075640798871182
316_1QBI.A,0.0,0.93,0.62849,1,0.4437011334193269,0.4990436456545864
317_1QBI.A,0.275,0.82,0.73373,1,0.6415417735512652,0.6554978791595171
318_1QBI.A,0.0,0.97,0.56564,1,0.4646136931534223,0.5093766327631862
328_1QBI.A,0.275,0.96,0.60152,1,0.5639953799732974,0.7393565083306662
329_1QBI.A,0.275,0.9,0.13313,1,0.2581659206854482,0.34254368916596534
392_1QBI.A,0.455,0.62,0.98624,1,0.5051616902344548,0.7076147078587653
393_1QBI.A,0.455,0.0,0.63109,1,0.3468049876307516,0.026237172627387246
394_1QBI.A,0.76,0.82,0.90312,1,0.5719616761412778,0.9438780550261091
395_1QBI.A,0.46,0.96,0.82019,1,0.6096133342093063,0.9105902815572764
396_1QBI.A,0.0,0.96,0.57679,1,0.49254573608478597,0.5034845721090755
178_1QFE.A,0.0,0.21,0.46933,1,0.17599450930330407,0.06595776848673461
179_1QFE.A,0.0,0.49,0.41175,1,0.21603094952437027,0.0507114978180108
193_1QFE.A,1.0,0.67,0.94343,1,0.6376887854214014,0.4098158097135622
207_1QFE.A,0.0,0.31,0.43975,1,0.18989668732994477,0.056662833022380024
218_1QFE.A,0.0,0.99,0.88873,1,0.6214091838028245,0.6383321381907914
250_1QFE.A,0.241,0.99,0.44898,1,0.5453771622079472,0.06032064656645707
252_1QFE.A,0.183,0.83,0.79319,1,0.5942301047638866,0.4078870007690333
663_1QFH.A,0.0,0.02,0.26225,1,0.06427459857295212,0.136882590550499
665_1QFH.A,0.416,0.05,0.28351,1,0.19154424335342793,0.29222569110530544
666_1QFH.A,0.0,0.02,0.00985,1,0.00917353855263208,0.035166726410906866
722_1QFH.A,0.0,0.04,0.00823,1,0.013084830236461328,0.03688819678719863
724_1QFH.A,0.11,0.06,0.02152,1,0.012373666818605846,0.050739014841470594
749_1QFH.A,0.163,0.13,0.07531,1,0.055179265537215576,0.08995193067608684
751_1QFH.A,0.282,0.69,0.25292,1,0.421520170972373,0.6424162137196522
752_1QFH.A,0.0,0.93,0.10475,1,0.30376138721699375,0.48155521199436807
753_1QFH.A,0.0,0.97,0.38602,1,0.46575855870314903,0.8432795921265575
755_1QFH.A,0.0,0.97,0.03945,1,0.24019144152199345,0.4167312265989591
756_1QFH.A,0.0,0.98,0.36554,1,0.44538959237115455,0.8310420551916028
757_1QFH.A,0.416,0.98,0.43168,1,0.5469631763747518,0.9383585613382327
758_1QFH.A,0.241,0.98,1.0,1,0.5693165337370779,0.9967327599469504
759_1QFH.A,0.182,0.85,0.26975,1,0.30902409483048404,0.7265282604679559
760_1QFH.A,0.241,0.97,0.51944,1,0.5128165020657031,0.9474192239624782
761_1QFH.A,0.182,0.94,0.92511,1,0.712640824942902,0.9936984078333683
762_1QFH.A,0.163,0.98,0.74932,1,0.6338716509840715,0.9840237265813023
763_1QFH.A,0.163,0.95,0.69851,1,0.5406986467896316,0.976706571031378
764_1QFH.A,0.11,0.76,0.479,1,0.29087213010450086,0.8583570144635259
766_1QFH.A,0.0,0.84,0.1293,1,0.2394530497137525,0.4510680015828387
